_id,sponsor_clean,sponsor_parent,sponsor_group,sponsor_type,match_status
2011-001865-42-HU,AMAG Pharmaceuticals,NA,NA,industry,accepted
2011-001866-17-LV,AMAG Pharmaceuticals,NA,NA,industry,accepted
2011-001867-28-BE,Genentech,Roche,Roche,industry,accepted
2011-001869-41-GB,Moorfields Eye Hospital Foundation Trust,NA,NA,hospital,accepted
2011-001871-37-DK,Aarhus University Hospital,Aarhus University Hospital,Aarhus University Hospital,hospital,accepted
2011-001873-24-ES,Eli Lilly,Eli Lilly,Eli Lilly,industry,accepted
2011-001876-21-CZ,Sanofi,Sanofi,Sanofi,industry,accepted
2011-001878-25-BG,Idenix Pharmaceuticals,NA,NA,industry,accepted
2011-001883-23-DK,University Of Dundee,NA,NA,unknown,accepted
2011-001884-39-ES,Novartis,Novartis,Novartis,industry,accepted
2011-001888-51-CZ,Inpharm,NA,NA,industry,accepted
2011-001889-17-GB,MediWound,NA,NA,industry,accepted
2011-001891-21-BG,Roche,Roche,Roche,industry,accepted
2011-001892-38-GB,Panin,NA,NA,industry,accepted
2011-001893-24-DE,Bayer,Bayer,Bayer,industry,accepted
2011-001897-25-BE,Sanofi,Sanofi,Sanofi,industry,accepted
2011-001899-18-GB,Baxter,Baxter,Baxter,industry,accepted
2011-001900-36-NL,GSK,GSK,GSK,industry,accepted
2011-001903-10-CZ,Orexo,NA,NA,industry,accepted
2011-001913-14-GB,St Stephens Aids Trust,NA,NA,unknown,accepted
2011-001914-33-GB,University Of Leeds,NA,NA,unknown,accepted
2011-001915-29-BE,Amgen,Amgen,Amgen,industry,accepted
2011-001918-34-AT,Medical University Of Graz,Medical University Of Graz,Medical University Of Graz,unknown,accepted
2011-001919-31-DK,Roskilde Sygehus,NA,NA,unknown,accepted
2011-001929-24-ES,Fundación para la Investigación Biomédica Hospital Universitario 12 de Octubre,NA,NA,hospital,accepted
2011-001935-21-IT,Ipsen,Ipsen,Ipsen,industry,accepted
2011-001938-42-BE,NA,NA,NA,unknown,review
2011-001943-60-DK,Lars Jørgen Østergaard,NA,NA,unknown,accepted
2011-001952-12-DE,Novartis,Novartis,Novartis,industry,accepted
2011-001953-10-DE,bluebird bio,NA,NA,industry,accepted
2011-001955-35-GB,University of Birmingham,University Of Birmingham,University Of Birmingham,unknown,accepted
2011-001956-12-CZ,University Hospital Motol,NA,NA,hospital,accepted
2011-001959-37-GB,Eisai,Eisai,Eisai,industry,accepted
2011-001963-37-DE,Universitaetsklinikum Essen,Universitätsklinikum Essen,Universitätsklinikum Essen,unknown,accepted
2011-001965-42-AT,Mylan,NA,NA,industry,accepted
2011-001976-21-DE,Sanofi,Sanofi,Sanofi,industry,accepted
2011-001977-13-DE,Northwest Biotherapeutics,NA,NA,industry,accepted
2011-001982-42-GB,Guys and St Thomas NHS Foundation Trust,NA,NA,hospital,accepted
2011-001985-16-BE,AstraZeneca,AstraZeneca,AstraZeneca,industry,accepted
2011-001986-41-BE,AstraZeneca,AstraZeneca,AstraZeneca,industry,accepted
2011-001987-24-DE,AstraZeneca,AstraZeneca,AstraZeneca,industry,accepted
2011-001988-52-BE,EORTC,EORTC,EORTC,cooperative_group,accepted
2011-001995-20-IT,Azienda Ospedaliera di Padova,NA,NA,unknown,accepted
2011-001998-10-SE,Uppsala University,NA,NA,hospital,accepted
2011-002000-32-DE,Novartis,Novartis,Novartis,industry,accepted
2011-002001-30-DE,InfectoPharm Arzneimittel,NA,NA,industry,accepted
2011-002002-70-IT,Fondazione Centro S. Raffaele del Monte Tabor,NA,NA,foundation,accepted
2011-002004-32-GB,AbbVie,AbbVie,AbbVie,industry,accepted
2011-002007-15-HU,Axelar,NA,NA,industry,accepted
2011-002008-33-AT,Pfizer,Pfizer,Pfizer,industry,accepted
2011-002009-31-AT,Roche,Roche,Roche,industry,accepted
2011-002010-37-NL,Foundation for Liver Research,NA,NA,foundation,accepted
2011-002017-11-ES,ALK-Abello,ALK-Abello,ALK-Abello,industry,accepted
2011-002018-35-IT,Associazione Italiana Pneumologi Ospedalieri,NA,NA,unknown,accepted
2011-002022-41-ES,Fundacin para la Investigacin Biomdica del Hospital Universitario Ramn y Cajal,NA,NA,hospital,accepted
2011-002024-40-ES,BMS,Bristol-Myers Squibb,BMS,industry,accepted
2011-002026-52-FR,Fdration Nationale des Centres de Lutte Contre le Cancer FNCLCC,NA,NA,unknown,accepted
2011-002028-41-GB,Oxford University Hospitals NHS Foundation Trust,NA,NA,hospital,accepted
2011-002029-24-IT,Università Campus Bio-Medico di Roma,NA,NA,unknown,accepted
2011-002034-38-DK,Rigshospitalet,Rigshospitalet,Rigshospitalet,unknown,accepted
2011-002035-26-FR,GSK,GSK,GSK,industry,accepted
2011-002038-37-GB,University Of Oxford,NA,NA,unknown,accepted
2011-002041-36-GB,Polaris Group,NA,NA,industry,accepted
2011-002044-28-DE,Shire,Takeda,Takeda,industry,accepted
2011-002047-10-BE,Astellas Pharma,Astellas Pharma,Astellas Pharma,industry,accepted
2011-002048-29-RO,"Forest Research Institute, Inc.",NA,NA,industry,accepted
2011-002052-14-AT,Azienda Ospedaliera Meyer,NA,NA,unknown,accepted
2011-002057-65-DE,Galderma Research and Development,NA,NA,industry,accepted
2011-002058-30-DE,Galderma Research and Development,NA,NA,industry,accepted
2011-002060-24-PL,Chiesi Farmaceutici,Chiesi Farmaceutici,Chiesi Farmaceutici,industry,accepted
2011-002061-38-BE,KU Leuven,NA,NA,unknown,accepted
2011-002065-37-BE,Bayer,Bayer,Bayer,industry,accepted
2011-002066-20-BE,Astellas Pharma,Astellas Pharma,Astellas Pharma,industry,accepted
2011-002067-20-AT,UCB,UCB,UCB,industry,accepted
2011-002068-26-DE,GSK,GSK,GSK,industry,accepted
2011-002069-39-ES,Fundació Clínic per a la Recerca Biomèdica,NA,NA,unknown,accepted
2011-002070-23-NL,Maastricht University Medical Center+,Maastricht University Medical Center,Maastricht University Medical Center,unknown,accepted
2011-002071-42-ES,Fundació Clínic per a la Recerca Biomèdica,NA,NA,unknown,accepted
2011-002073-30-DE,Novartis,Novartis,Novartis,industry,accepted
2011-002074-23-AT,Novartis,Novartis,Novartis,industry,accepted
2011-002080-21-IT,Azienda Ospedaliera Ospedale Niguarda Ca' Granda,NA,NA,hospital,accepted
2011-002081-20-FR,Centre Hospitalier Universitaire de Lille,NA,NA,unknown,accepted
2011-002082-38-GB,University of Birmingham,University Of Birmingham,University Of Birmingham,unknown,accepted
2011-002083-25-DE,Berufsgenossenschaftliche Universittsklinik Bergmannsheil GmbH,NA,NA,hospital,accepted
2011-002084-20-AT,Medical University Of Vienna,Medical University Of Vienna,Medical University Of Vienna,unknown,accepted
2011-002087-24-GR,HORG,NA,NA,unknown,accepted
2011-002090-36-CZ,Sanofi,Sanofi,Sanofi,industry,accepted
2011-002092-42-DE,Grünenthal,Grünenthal,Grünenthal,industry,accepted
2011-002093-23-EE,University of Tartu,NA,NA,unknown,accepted
2011-002095-17-ES,Anna Suy Franch,NA,NA,unknown,accepted
2011-002096-42-DE,LETI Pharma,NA,NA,industry,accepted
2011-002099-18-DK,Vejle Sygehus,NA,NA,hospital,accepted
2011-002101-29-BG,Nycomed,NA,NA,industry,accepted
2011-002102-73-DK,Endokrinologisk afd. M,NA,NA,unknown,accepted
2011-002103-15-NL,RIVM,RIVM,RIVM,unknown,accepted
2011-002104-32-DE,Novo Nordisk,Novo Nordisk,Novo Nordisk,industry,accepted
2011-002107-15-DE,The Kirby Institute,NA,NA,unknown,accepted
2011-002112-84-AT,Novartis,Novartis,Novartis,industry,accepted
2011-002114-36-BE,Amgen,Amgen,Amgen,industry,accepted
2011-002119-27-BE,Cubist Pharmaceuticals,NA,NA,industry,accepted
2011-002120-41-BG,Cubist Pharmaceuticals,NA,NA,industry,accepted
2011-002122-43-IT,IRCCS Istituto Clinico Humanitas,NA,NA,unknown,accepted
2011-002128-41-NL,Erasmus MC,Erasmus MC,Erasmus MC,unknown,accepted
2011-002130-40-EE,Durata Therapeutics,NA,NA,industry,accepted
2011-002132-10-ES,Roche,Roche,Roche,industry,accepted
2011-002133-20-AT,Janssen-Cilag International,Johnson & Johnson,Janssen / Johnson & Johnson,industry,accepted
2011-002135-26-IT,Aesculapius Farmaceutici,NA,NA,industry,accepted
2011-002142-13-BG,MSD,Merck & Co.,MSD / Merck & Co.,industry,accepted
2011-002143-95-FI,AbbVie,AbbVie,AbbVie,industry,accepted
2011-002144-27-FI,AbbVie,AbbVie,AbbVie,industry,accepted
2011-002145-35-DE,Aktion Bronchialkarzinom e.V.,NA,NA,unknown,accepted
2011-002147-10-AT,Institute for Biomedical Aging Research,NA,NA,unknown,accepted
2011-002149-36-GB,GenSpera,NA,NA,industry,accepted
2011-002150-31-FI,Amgen,Amgen,Amgen,industry,accepted
2011-002154-32-GB,Amicus Therapeutics,NA,NA,industry,accepted
2011-002157-64-GB,Common Services Agency,NA,NA,public_body,accepted
2011-002158-30-HU,Omninvest,NA,NA,industry,accepted
2011-002159-32-BE,Biogen,Biogen,Biogen,industry,accepted
2011-002160-24-AT,Roche,Roche,Roche,industry,accepted
2011-002162-21-ES,Jos Esteban Castelao Fernndez,NA,NA,unknown,accepted
2011-002166-20-ES,Fundació Clínic per a la Recerca Biomèdica,NA,NA,hospital,accepted
2011-002167-23-FR,Institut Paoli Calmette,NA,NA,unknown,accepted
2011-002168-26-HU,Roche,Roche,Roche,industry,accepted
2011-002169-39-BE,Pfizer,Pfizer,Pfizer,industry,accepted
2011-002172-16-ES,PharmaMar,NA,NA,industry,accepted
2011-002173-33-ES,Fundació Privada EUGIn,NA,NA,unknown,accepted
2011-002174-23-DE,Lofarma,NA,NA,industry,accepted
2011-002175-42-AT,Paracelsus Medical University,NA,NA,unknown,accepted
2011-002177-34-FR,CHU de Toulouse,NA,NA,hospital,accepted
2011-002178-22-CZ,Avanir Pharmaceuticals,NA,NA,industry,accepted
2011-002181-20-NO,Oslo University Hospital,NA,NA,hospital,accepted
2011-002184-17-CZ,GSK,GSK,GSK,industry,accepted
2011-002185-21-GB,Nottingham University Hospitals NHS Trust,NA,NA,hospital,accepted
2011-002187-24-DE,AstraZeneca,AstraZeneca,AstraZeneca,industry,accepted
2011-002188-58-IT,Promefarm,NA,NA,industry,accepted
2011-002190-33-AT,Pfizer,Pfizer,Pfizer,industry,accepted
2011-002191-16-AT,Medical University Of Vienna,Medical University Of Vienna,Medical University Of Vienna,unknown,accepted
2011-002192-41-DE,Universitätsklinikum Tübingen,Universitätsklinikum Tübingen,Universitätsklinikum Tübingen,hospital,accepted
2011-002193-23-IT,Azienda Ospedaliera L. Sacco,NA,NA,unknown,accepted
2011-002202-70-DE,Universitätsklinikum Schleswig-Holstein,NA,NA,unknown,accepted
2011-002203-15-IS,Norwegian University of Science and Technology,NA,NA,unknown,accepted
2011-002207-15-IT,Fondazione del Piemonte per l'Oncologia IRCC di Candiolo,NA,NA,foundation,accepted
2011-002211-28-NL,Amsterdam UMC,Amsterdam UMC,Amsterdam UMC,unknown,accepted
2011-002212-81-AT,Medical University Of Vienna,Medical University Of Vienna,Medical University Of Vienna,unknown,accepted
2011-002213-12-FR,CHU de Limoges,NA,NA,hospital,accepted
2011-002219-28-IT,Azienda Ospedaliera di Padova,NA,NA,unknown,accepted
2011-002222-46-NL,Radboudumc,NA,NA,unknown,accepted
2011-002224-40-BE,Genentech,Roche,Roche,industry,accepted
2011-002225-22-DE,GSK,GSK,GSK,industry,accepted
2011-002228-42-FR,AP-HP,NA,NA,unknown,accepted
2011-002229-23-GB,RB Pharmaceuticals,NA,NA,industry,accepted
2011-002231-26-CZ,AstraZeneca,AstraZeneca,AstraZeneca,industry,accepted
2011-002233-19-SE,Karolinska Institutet,NA,NA,unknown,accepted
2011-002234-39-BE,Bayer,Bayer,Bayer,industry,accepted
2011-002235-26-BE,Purdue Pharma L.P.,NA,NA,industry,accepted
2011-002236-92-NL,Isala,NA,NA,unknown,accepted
2011-002248-29-ES,Allergopharma Joachim Ganzer,NA,NA,industry,accepted
2011-002257-61-DE,Amgen,Amgen,Amgen,industry,accepted
2011-002258-30-IT,Almirall,Almirall S.A.,Almirall S.A.,industry,accepted
2011-002259-32-DK,Anergis,NA,NA,industry,accepted
2011-002261-38-FR,AP-HP,NA,NA,unknown,accepted
2011-002264-25-AT,Medical University Of Vienna,Medical University Of Vienna,Medical University Of Vienna,unknown,accepted
2011-002267-26-AT,Medical University Of Vienna,Medical University Of Vienna,Medical University Of Vienna,unknown,accepted
2011-002268-26-GB,University Health Network,NA,NA,hospital,accepted
2011-002271-42-DE,University Medical Center Göttingen,NA,NA,unknown,accepted
2011-002273-29-BG,Gilead Sciences,Gilead Sciences,Gilead Sciences,industry,accepted
2011-002275-41-BE,Abbott,Abbott,Abbott,industry,accepted
2011-002276-16-BE,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,accepted
2011-002277-38-AT,ALK-Abello,ALK-Abello,ALK-Abello,industry,accepted
2011-002279-40-AT,Medical University Of Graz,Medical University Of Graz,Medical University Of Graz,unknown,accepted
2011-002281-20-DK,Niels Jrgen Secher,NA,NA,unknown,accepted
2011-002284-14-DE,Schur Pharmazeutika,NA,NA,industry,accepted
2011-002285-21-BE,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,accepted
2011-002287-24-NL,Erasmus MC,Erasmus MC,Erasmus MC,unknown,accepted
2011-002288-29-IT,Istituto Europeo di Oncologia,NA,NA,unknown,accepted
2011-002290-36-DK,Rigshospitalet,Rigshospitalet,Rigshospitalet,unknown,accepted
2011-002292-41-GR,Eli Lilly,Eli Lilly,Eli Lilly,industry,accepted
2011-002294-29-ES,Fundación para la Investigación Biomédica del Hospital Gregorio Marañón,Fundación para la Investigación Biomédica del Hospital Gregorio Marañón,Fundación para la Investigación Biomédica del Hospital Gregorio Marañón,hospital,accepted
2011-002296-42-DE,ROXALL Medizin,NA,NA,industry,accepted
2011-002301-29-ES,Roxall Medicina Espaa,NA,NA,industry,accepted
2011-002307-14-FR,GOELAMS,NA,NA,unknown,accepted
2011-002313-11-BE,MSD,Merck & Co.,MSD / Merck & Co.,industry,accepted
2011-002317-10-DE,ROXALL Medizin,NA,NA,industry,accepted
2011-002319-27-DE,ROXALL Medizin,NA,NA,industry,accepted
2011-002321-22-ES,Roxall Medicina Espaa,NA,NA,industry,accepted
2011-002325-22-BE,Eli Lilly,Eli Lilly,Eli Lilly,industry,accepted
2011-002326-49-BE,Eli Lilly,Eli Lilly,Eli Lilly,industry,accepted
2011-002328-42-CZ,Eli Lilly,Eli Lilly,Eli Lilly,industry,accepted
2011-002329-23-LT,Genzyme,Sanofi,Sanofi,industry,accepted
2011-002331-25-BE,Roche,Roche,Roche,industry,accepted
2011-002333-19-CZ,GSK,GSK,GSK,industry,accepted
2011-002334-39-BG,"Forest Research Institute, Inc.",NA,NA,industry,accepted
2011-002336-72-BG,Novo Nordisk,Novo Nordisk,Novo Nordisk,industry,accepted
2011-002337-19-IT,Azienda Unità Sanitaria Locale di Parma,NA,NA,unknown,accepted
2011-002339-24-GB,Barts and The London NHS Trust,NA,NA,hospital,accepted
2011-002341-35-GB,Reckitt Benckiser Healthcare,Reckitt Benckiser Healthcare,Reckitt Benckiser Healthcare,industry,accepted
2011-002343-99-GB,Heart of England NHS Foundation Trust,NA,NA,hospital,accepted
2011-002346-12-NL,St Antonius Hospital,NA,NA,hospital,accepted
2011-002347-10-BE,Eisai,Eisai,Eisai,industry,accepted
2011-002350-31-AT,Novartis,Novartis,Novartis,industry,accepted
2011-002351-34-AT,Medical University Of Vienna,Medical University Of Vienna,Medical University Of Vienna,unknown,accepted
2011-002353-57-CZ,Mundipharma,NA,NA,industry,accepted
2011-002362-21-BE,Lundbeck,Lundbeck,Lundbeck,industry,accepted
2011-002363-15-DK,Roche,Roche,Roche,industry,accepted
2011-002364-25-DE,Norgine,NA,NA,industry,accepted
2011-002365-37-DE,Goethe-Universität Frankfurt am Main,NA,NA,unknown,accepted
2011-002370-23-DE,Servier,Servier,Servier,industry,accepted
2011-002379-40-BE,Novartis,Novartis,Novartis,industry,accepted
2011-002380-24-AT,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,accepted
2011-002382-37-ES,Virgilio Hernando Requejo,NA,NA,unknown,accepted
2011-002384-16-ES,Grupo TTD,NA,NA,unknown,accepted
2011-002386-38-GR,VERISFIELD Uk,NA,NA,industry,accepted
2011-002387-24-FR,CHU d'Angers,NA,NA,hospital,accepted
2011-002392-41-BG,Zalicus,NA,NA,industry,accepted
2011-002393-23-AT,CSL Behring,CSL Behring,CSL Behring,industry,accepted
2011-002396-42-AT,Laboratorios Len Farma,NA,NA,industry,accepted
2011-002400-32-ES,Novartis,Novartis,Novartis,industry,accepted
2011-002403-15-DE,Octapharma,NA,NA,industry,accepted
2011-002408-34-FI,Matti Ristikankare,NA,NA,unknown,accepted
2011-002410-36-CZ,GSK,GSK,GSK,industry,accepted
2011-002411-29-BE,AbbVie,AbbVie,AbbVie,industry,accepted
2011-002413-11-GB,Sanofi,Sanofi,Sanofi,industry,accepted
2011-002415-28-AT,CSL Behring,CSL Behring,CSL Behring,industry,accepted
2011-002416-85-CZ,Sanofi,Sanofi,Sanofi,industry,accepted
2011-002419-27-BG,Octapharma,NA,NA,industry,accepted
2011-002424-41-DE,OncoGenex Technologies,NA,NA,industry,accepted
2011-002425-21-GB,University of Nottingham,NA,NA,unknown,accepted
2011-002434-40-DE,Universitätsklinikum Tübingen,NA,NA,hospital,accepted
2011-002437-19-BG,Baxter,Baxter,Baxter,industry,accepted
2011-002438-38-GB,Helperby Therapeutics,NA,NA,industry,accepted
2011-002441-34-ES,Associació per a la Recerca Oncològica APRO,NA,NA,unknown,accepted
2011-002443-10-GB,Procter & Gamble Technical Centres,NA,NA,industry,accepted
2011-002445-36-NL,Leiden University Medical Center,NA,NA,unknown,accepted
2011-002451-33-CZ,GSK,GSK,GSK,industry,accepted
2011-002452-13-GB,GSK,GSK,GSK,industry,accepted
2011-002453-65-BE,Ardea Biosciences,NA,NA,industry,accepted
2011-002456-14-LV,Oasmia Pharmaceutical,NA,NA,industry,accepted
2011-002459-33-IT,AZIENDA OSPEDALIERO-UNIVERSITARIA DI MODENA,NA,NA,hospital,accepted
2011-002461-37-AT,UCB,UCB,UCB,industry,accepted
2011-002462-20-CZ,Dr. August Wolff GmbH & Co. KG Arzneimittel,NA,NA,industry,accepted
2011-002464-24-DE,Dr. August Wolff GmbH & Co. KG Arzneimittel,NA,NA,industry,accepted
2011-002466-20-GB,Royal Liverpool University Hospital,NA,NA,hospital,accepted
2011-002468-26-DK,Allan Flyvbjerg,NA,NA,unknown,accepted
2011-002469-39-NL,Isala Klinieken,NA,NA,unknown,accepted
2011-002470-23-IT,ISTITUTO NEUROLOGICO MEDITERRANEO NEUROMED,NA,NA,unknown,accepted
2011-002472-16-DE,Cytonet,NA,NA,industry,accepted
2011-002480-19-ES,Pfizer,Pfizer,Pfizer,industry,accepted
2011-002484-21-AT,Paracelsus Medical University,NA,NA,unknown,accepted
2011-002502-74-LT,Neurophyxia,NA,NA,industry,accepted
2011-002507-15-BE,Gilead Sciences,Gilead Sciences,Gilead Sciences,industry,accepted
2011-002508-34-ES,Merck,Merck KGaA,Merck KGaA / EMD Serono,industry,accepted
2011-002510-36-AT,Novartis,Novartis,Novartis,industry,accepted
2011-002512-89-GB,University Of Dundee,NA,NA,unknown,accepted
2011-002513-11-SK,Otsuka Pharmaceutical,Otsuka Pharmaceutical,Otsuka Pharmaceutical,industry,accepted
2011-002514-37-LV,Otsuka Pharmaceutical,Otsuka Pharmaceutical,Otsuka Pharmaceutical,industry,accepted
2011-002516-85-IT,Azienda Ospedaliera Universitaria Integrata di Verona,NA,NA,unknown,accepted
2011-002517-11-BG,UCB,UCB,UCB,industry,accepted
2011-002518-35-DK,Karl Emil Kristensen,NA,NA,unknown,accepted
2011-002520-40-IT,CASA DI CURA PRIVATA S.RAFFAELE - PISANA,NA,NA,unknown,accepted
2011-002523-17-BG,AstraZeneca,AstraZeneca,AstraZeneca,industry,accepted
2011-002526-43-AT,Allergan,AbbVie,AbbVie,industry,accepted
2011-002527-18-IT,Fondazione IRCCS Istituto Neurologico Carlo Besta,NA,NA,unknown,accepted
2011-002528-42-AT,MSD,Merck & Co.,MSD / Merck & Co.,industry,accepted
2011-002529-23-BG,MSD,Merck & Co.,MSD / Merck & Co.,industry,accepted
2011-002532-12-DE,Mayo Clinic,NA,NA,hospital,accepted
2011-002533-18-AT,MSD,Merck & Co.,MSD / Merck & Co.,industry,accepted
2011-002538-38-LV,Otsuka Pharmaceutical,Otsuka Pharmaceutical,Otsuka Pharmaceutical,industry,accepted
2011-002539-24-DE,Klinikum Der Universitat Munchen AöR,NA,NA,hospital,accepted
2011-002542-12-IT,Istituto Europeo di Oncologia,NA,NA,unknown,accepted
2011-002544-27-DE,Technische Universität München,Technische Universität München,Technische Universität München,unknown,accepted
2011-002545-35-DE,University Of Oxford,NA,NA,unknown,accepted
2011-002550-32-DK,DBV Technologies,NA,NA,industry,accepted
2011-002554-30-ES,Fundacin Renal Jaume Arn,NA,NA,unknown,accepted
2011-002555-34-ES,Francisco Javier Belda,NA,NA,unknown,accepted
2011-002557-56-BE,Sanofi,Sanofi,Sanofi,industry,accepted
2011-002561-38-IE,St. Vincents University Hospital,NA,NA,hospital,accepted
2011-002563-23-CZ,MedImmune,AstraZeneca,AstraZeneca,industry,accepted
2011-002564-24-IT,IRCCS Istituto Nazionale dei Tumori,NA,NA,unknown,accepted
2011-002565-38-CZ,MedImmune,AstraZeneca,AstraZeneca,industry,accepted
