raw_sponsor,sponsor_clean,sponsor_parent,sponsor_group,sponsor_type,match_status,match_score,match_source,match_reason,suggested_clean,n_trials
LYSARC,LYSARC,LYSARC,LYSARC,cooperative_group,accepted,99,manual,alias match: 'lysarc' → 'LYSARC',LYSARC,35
Maastricht University,Maastricht University,NA,NA,unknown,accepted,94,ctis_businesskey,alias match: 'maastricht university' → 'Maastricht University',Maastricht University,35
Centre for Human Drug Research,Centre For Human Drug Research,NA,NA,NA,accepted,94,ctis_businesskey,alias match: 'centre for human drug research' → 'Centre For Human Drug Research',Centre For Human Drug Research,35
BioMarin Pharmaceutical Inc.,BioMarin Pharmaceutical,BioMarin Pharmaceutical,BioMarin Pharmaceutical,industry,accepted,99,manual,alias match: 'biomarin pharmaceutical inc' → 'BioMarin Pharmaceutical',BioMarin Pharmaceutical,34
CSL Behring GmbH,CSL Behring,CSL Behring,CSL Behring,industry,accepted,99,manual,alias match: 'csl behring gmbh' → 'CSL Behring',CSL Behring,34
ISTITUTO GIANNINA GASLINI,Istituto Giannina Gaslini,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'istituto giannina gaslini' → 'Istituto Giannina Gaslini',Istituto Giannina Gaslini,34
Centre Hospitalier Universitaire De Toulouse,CHU de Toulouse,NA,NA,hospital,accepted,95,final_family_map,entity-family match: toulouse hospital → 'CHU de Toulouse',CHU de Toulouse,34
Wyeth Research Division of Wyeth Pharmaceuticals Inc.,Wyeth,Pfizer,Pfizer,industry,accepted,95,manual,alias match: 'wyeth' → 'Wyeth',Wyeth,33
Actelion Pharmaceuticals Ltd,Actelion Pharmaceuticals,Actelion Pharmaceuticals,Actelion Pharmaceuticals,industry,accepted,99,manual,alias match: 'actelion pharmaceuticals ltd' → 'Actelion Pharmaceuticals',Actelion Pharmaceuticals,33
Institut Jules Bordet,Institut Jules Bordet,NA,NA,unknown,accepted,95,final_family_map,entity-family match: jules bordet institute → 'Institut Jules Bordet',Institut Jules Bordet,33
FONDAZIONE CENTRO S. RAFFAELE DEL MONTE TABOR,Fondazione Centro S. Raffaele del Monte Tabor,NA,NA,foundation,accepted,99,llm_reviewed,alias match: 'fondazione centro s raffaele del monte tabor' → 'Fondazione Centro S. Raffaele del Monte Tabor',Fondazione Centro S. Raffaele del Monte Tabor,33
BioNTech SE,BioNTech SE,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'biontech se' → 'BioNTech SE',BioNTech SE,33
UCB Biopharma,UCB,UCB,UCB,industry,accepted,99,manual,alias match: 'ucb biopharma' → 'UCB',UCB,33
Argenx,argenx,argenx BV,argenx BV,industry,accepted,99,llm_reviewed,alias match: 'argenx' → 'argenx',argenx,33
Vaestra Goetalandsregionen,Västra Götalandsregionen,NA,NA,unknown,accepted,94,ctis_businesskey,alias match: 'vaestra goetalandsregionen' → 'Västra Götalandsregionen',Västra Götalandsregionen,33
Radboud University Medical Center,Radboudumc,Radboudumc,Radboudumc,hospital,accepted,95,final_family_map,entity-family match: radboud hospital → 'Radboudumc',Radboudumc,32
Abbvie Deutschland GmbH & Co. KG,AbbVie,AbbVie,AbbVie,industry,accepted,96,manual,alias match: 'abbvie' → 'AbbVie',AbbVie,32
Leids Universitair Medisch Centrum (LUMC),Leiden University Medical Center,Leiden University Medical Center,Leiden University Medical Center,hospital,accepted,98,manual,alias match: 'leids universitair medisch centrum' → 'Leiden University Medical Center',Leiden University Medical Center,32
Lilly S.A.,Eli Lilly,Eli Lilly,Eli Lilly,industry,accepted,99,llm_reviewed,alias match: 'lilly s a' → 'Eli Lilly',Eli Lilly,31
ISTITUTI FISIOTERAPICI OSPITALIERI,Istituti Fisioterapici Ospitalieri (IFO),NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'istituti fisioterapici ospitalieri' → 'Istituti Fisioterapici Ospitalieri (IFO)',Istituti Fisioterapici Ospitalieri (IFO),31
Medizinische Universitt Wien,Medical University Of Vienna,Medical University Of Vienna,Medical University Of Vienna,hospital,accepted,99,manual,alias match: 'medizinische universitt wien' → 'Medical University Of Vienna',Medical University Of Vienna,31
Charit Universittsmedizin Berlin,Charité Universitätsmedizin Berlin,Charité Universitätsmedizin Berlin,Charité Universitätsmedizin Berlin,hospital,accepted,99,manual,alias match: 'charit universittsmedizin berlin' → 'Charité Universitätsmedizin Berlin',Charité Universitätsmedizin Berlin,31
CHU de Nantes,CHU de Nantes,NA,NA,hospital,accepted,99,manual,alias match: 'chu de nantes' → 'CHU de Nantes',CHU de Nantes,31
Pfizer Pharma GmbH,Pfizer,Pfizer,Pfizer,industry,accepted,97,manual,alias match: 'pfizer' → 'Pfizer',Pfizer,30
IST. DI RICERCHE FARMACOLOG. M. NEGRI,Istituto Di Ricerche Farmacologiche Mario Negri,NA,NA,academic,accepted,99,manual,alias match: 'ist di ricerche farmacolog m negri' → 'Istituto Di Ricerche Farmacologiche Mario Negri',Istituto Di Ricerche Farmacologiche Mario Negri,30
AZIENDA UNIVERSITARIA POLICLINICO UMBERTO I DI ROMA,Azienda Universitaria Policlinico Umberto I di Roma,NA,NA,hospital,accepted,99,llm_reviewed,alias match: 'azienda universitaria policlinico umberto i di roma' → 'Azienda Universitaria Policlinico Umberto I di Roma',Azienda Universitaria Policlinico Umberto I di Roma,30
Medical University of Graz,Medical University Of Graz,Medical University Of Graz,Medical University Of Graz,hospital,accepted,99,manual,alias match: 'medical university of graz' → 'Medical University Of Graz',Medical University Of Graz,30
UMC Utrecht,University Medical Center Utrecht,NA,NA,hospital,accepted,95,final_family_map,entity-family match: utrecht hospital → 'University Medical Center Utrecht',University Medical Center Utrecht,30
UCB Biopharma SRL,UCB,UCB,UCB,industry,accepted,99,manual,alias match: 'ucb biopharma srl' → 'UCB',UCB,30
Seagen Inc.,Seagen,Pfizer,Pfizer,industry,accepted,99,manual,alias match: 'seagen inc' → 'Seagen',Seagen,30
"Novartis Farmacutica, S.A.",Novartis,Novartis,Novartis,industry,accepted,97,manual,alias match: 'novartis' → 'Novartis',Novartis,29
Helsinki University Central Hospital,HUS - Helsinki University Hospital,NA,NA,hospital,accepted,95,final_family_map,entity-family match: helsinki central hospital → 'HUS - Helsinki University Hospital',HUS - Helsinki University Hospital,29
University College Dublin,University College Dublin,NA,NA,academic,accepted,95,final_family_map,entity-family match: college dublin university → 'University College Dublin',University College Dublin,29
OSPEDALE SAN RAFFAELE,Ospedale San Raffaele,Ospedale San Raffaele,Ospedale San Raffaele,hospital,accepted,99,manual,alias match: 'ospedale san raffaele' → 'Ospedale San Raffaele',Ospedale San Raffaele,29
Region Skane,Region Skåne,NA,NA,unknown,accepted,94,ctis_businesskey,alias match: 'region skane' → 'Region Skåne',Region Skåne,29
Centre Hospitalier Universitaire De Nice,CHU de Nice,NA,NA,hospital,accepted,99,manual,alias match: 'centre hospitalier universitaire de nice' → 'CHU de Nice',CHU de Nice,29
BeOne Medicines AG,BeOne Medicines,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'beone medicines ag' → 'BeOne Medicines',BeOne Medicines,29
Ospedale San Raffaele S.r.l.,Ospedale San Raffaele,Ospedale San Raffaele,Ospedale San Raffaele,hospital,accepted,98,manual,alias match: 'ospedale san raffaele' → 'Ospedale San Raffaele',Ospedale San Raffaele,29
Dr. Willmar Schwabe GmbH  Co. KG,Dr. Willmar Schwabe,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'dr willmar schwabe gmbh co kg' → 'Dr. Willmar Schwabe',Dr. Willmar Schwabe,28
Octapharma AG,Octapharma,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'octapharma ag' → 'Octapharma',Octapharma,28
Cambridge University Hospitals NHS Foundation Trust,Cambridge University Hospitals NHS Foundation Trust,NA,NA,hospital,accepted,95,final_family_map,entity-family match: cambridge hospital → 'Cambridge University Hospitals NHS Foundation Trust',Cambridge University Hospitals NHS Foundation Trust,28
AZIENDA OSPEDALIERA PISANA,Azienda Ospedaliera Pisana,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'azienda ospedaliera pisana' → 'Azienda Ospedaliera Pisana',Azienda Ospedaliera Pisana,28
F. Hoffman-La Roche Ltd.,Roche,Roche,Roche,industry,accepted,99,manual,alias match: 'f hoffman-la roche ltd' → 'Roche',Roche,28
Bispebjerg Hospital,Bispebjerg Hospital,NA,NA,hospital,accepted,95,final_family_map,entity-family match: bispebjerg hospital → 'Bispebjerg Hospital',Bispebjerg Hospital,28
Galapagos NV,Galapagos,Galapagos,Galapagos,industry,accepted,99,manual,alias match: 'galapagos nv' → 'Galapagos',Galapagos,28
Centre Hospitalier Regional Universitaire De Tours,Centre Hospitalier Régional et Universitaire,NA,NA,hospital,accepted,95,final_family_map,entity-family match: hospitalier regional tours university → 'Centre Hospitalier Régional et Universitaire',Centre Hospitalier Régional et Universitaire,28
Institut De Recherches Internationales Servier IRIS,Servier,Servier,Servier,industry,accepted,99,manual,alias match: 'institut de recherches internationales servier iris' → 'Servier',Servier,28
GlaxoSmithKline,GSK,GSK,GSK,industry,accepted,99,manual,alias match: 'glaxosmithkline' → 'GSK',GSK,27
University Hospitals of Leicester NHS Trust,University of Leicester,NA,NA,hospital,accepted,95,final_family_map,entity-family match: leicester hospital → 'University of Leicester',University of Leicester,27
Sanofi Pasteur SA,Sanofi,Sanofi,Sanofi,industry,accepted,98,manual,alias match: 'sanofi pasteur' → 'Sanofi',Sanofi,27
Philogen S.p.A.,Philogen,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'philogen s p a' → 'Philogen',Philogen,27
Antwerp University Hospital,University Hospital Antwerp,NA,NA,hospital,accepted,95,final_family_map,entity-family match: antwerp hospital → 'University Hospital Antwerp',University Hospital Antwerp,27
Fundacio De Recerca Clinic Barcelona-Institut D’Investigacions Biomediques August Pi I Sunyer,Hospital Clínic Barcelona,NA,NA,hospital,accepted,95,final_family_map,entity-family match: fundacio recerca barcelona investigacions biomediques august sunyer hospital → 'Hospital Clínic Barcelona',Hospital Clínic Barcelona,27
ALTANA Pharma AG,Altana Pharma,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'altana pharma ag' → 'Altana Pharma',Altana Pharma,26
Bayer Healthcare AG,Bayer,Bayer,Bayer,industry,accepted,98,manual,alias match: 'bayer healthcare' → 'Bayer',Bayer,26
UZLeuven,UZ Leuven,UZ Leuven,UZ Leuven,hospital,accepted,99,manual,alias match: 'uzleuven' → 'UZ Leuven',UZ Leuven,26
NKI-AVL,NKI-AvL,NA,NA,hospital,accepted,99,llm_reviewed,alias match: 'nki-avl' → 'NKI-AvL',NKI-AvL,26
Dermapharm AG,Dermapharm,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'dermapharm ag' → 'Dermapharm',Dermapharm,26
Allergan Ltd.,Allergan,AbbVie,AbbVie,industry,accepted,98,manual,alias match: 'allergan' → 'Allergan',Allergan,26
UMCG,University Medical Center Groningen,University Medical Center Groningen,University Medical Center Groningen,hospital,accepted,99,manual,alias match: 'umcg' → 'University Medical Center Groningen',University Medical Center Groningen,26
Ipsen Pharma,Ipsen,Ipsen,Ipsen,industry,accepted,98,manual,alias match: 'ipsen' → 'Ipsen',Ipsen,26
AB Science,ABScience,NA,NA,unknown,accepted,99,review_queue,alias match: 'ab science' → 'ABScience',ABScience,26
CSL Behring LLC,CSL Behring,CSL Behring,CSL Behring,industry,accepted,98,manual,alias match: 'csl behring' → 'CSL Behring',CSL Behring,26
Charite Universitaetsmedizin Berlin KöR,Charité Universitätsmedizin Berlin,Charité Universitätsmedizin Berlin,Charité Universitätsmedizin Berlin,hospital,accepted,98,manual,alias match: 'charite universitaetsmedizin berlin' → 'Charité Universitätsmedizin Berlin',Charité Universitätsmedizin Berlin,26
Centre Hospitalier Universitaire De Bordeaux,CHU de Bordeaux,NA,NA,hospital,accepted,99,manual,alias match: 'centre hospitalier universitaire de bordeaux' → 'CHU de Bordeaux',CHU de Bordeaux,26
Universitaetsklinikum Tuebingen AöR,Universitätsklinikum Tübingen,NA,NA,hospital,accepted,95,final_family_map,entity-family match: tuebingen hospital → 'Universitätsklinikum Tübingen',Universitätsklinikum Tübingen,26
Imperial College,Imperial College London,Imperial College London,Imperial College London,academic,accepted,99,llm_reviewed,alias match: 'imperial college' → 'Imperial College London',Imperial College London,25
"Millennium Pharmaceuticals, Inc.",Millennium Pharmaceuticals,Takeda,Takeda,industry,accepted,99,manual,alias match: 'millennium pharmaceuticals inc' → 'Millennium Pharmaceuticals',Millennium Pharmaceuticals,25
Kings College Hospital NHS Foundation Trust,Kings College Hospital NHS Foundation Trust,NA,NA,hospital,accepted,95,final_family_map,entity-family match: kings college hospital → 'Kings College Hospital NHS Foundation Trust',Kings College Hospital NHS Foundation Trust,25
Queen Mary University of London,Queen Mary University of London,Queen Mary University of London,Queen Mary University of London,academic,accepted,99,llm_reviewed,alias match: 'queen mary university of london' → 'Queen Mary University of London',Queen Mary University of London,25
Fundaci Lluita contra la SIDA,Fundació de Lluita contra la SIDA,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'fundaci lluita contra la sida' → 'Fundació de Lluita contra la SIDA',Fundació de Lluita contra la SIDA,25
FONDAZIONE ITALIANA LINFOMI ONLUS,Fondazione Italiana Linfomi Ets,NA,NA,foundation,accepted,98,llm_reviewed,alias match: 'fondazione italiana linfomi' → 'Fondazione Italiana Linfomi Ets',Fondazione Italiana Linfomi Ets,25
LUMC,Leiden University Medical Center,Leiden University Medical Center,Leiden University Medical Center,hospital,accepted,99,manual,alias match: 'lumc' → 'Leiden University Medical Center',Leiden University Medical Center,25
University of Edinburgh / NHS Lothian,NHS Lothian,NA,NA,hospital,accepted,99,llm_reviewed,alias match: 'university of edinburgh / nhs lothian' → 'NHS Lothian',NHS Lothian,25
Ultragenyx Pharmaceutical Inc.,Ultragenyx Pharmaceutical,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'ultragenyx pharmaceutical inc' → 'Ultragenyx Pharmaceutical',Ultragenyx Pharmaceutical,25
Merck Sharp  Dohme LLC,MSD,Merck & Co.,MSD / Merck & Co.,industry,accepted,99,manual,alias match: 'merck sharp dohme llc' → 'MSD',MSD,25
Helse Bergen HF,Helse Bergen HF,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'helse bergen hf' → 'Helse Bergen HF',Helse Bergen HF,25
Laboratorios Normon S.A.,Laboratorios Normon,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'laboratorios normon s a' → 'Laboratorios Normon',Laboratorios Normon,25
Centre Leon Berard,Centre Léon Bérard,NA,NA,hospital,accepted,99,llm_reviewed,alias match: 'centre leon berard' → 'Centre Léon Bérard',Centre Léon Bérard,25
Centre Hospitalier Universitaire Amiens Picardie,CHU Amiens-Picardie,NA,NA,hospital,accepted,95,final_family_map,entity-family match: amiens picardie hospital → 'CHU Amiens-Picardie',CHU Amiens-Picardie,25
IRCCS Istituto Nazionale Tumori Fondazione Pascale,IRCCS Istituto Nazionale Tumori Fondazione Pascale,NA,NA,foundation,accepted,99,llm_reviewed,alias match: 'irccs istituto nazionale tumori fondazione pascale' → 'IRCCS Istituto Nazionale Tumori Fondazione Pascale',IRCCS Istituto Nazionale Tumori Fondazione Pascale,25
Frankfurter Institut Fuer Klinische Krebsforschung IKF GmbH,Institut fuer Klinische Krebsforschung IKF GmbH,NA,NA,unknown,accepted,92,ctis_businesskey,alias match: 'institut fuer klinische krebsforschung ikf gmbh' → 'Institut fuer Klinische Krebsforschung IKF GmbH',Institut fuer Klinische Krebsforschung IKF GmbH,25
GBG Forschungs GmbH,GBG Forschungs,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'gbg forschungs gmbh' → 'GBG Forschungs',GBG Forschungs,24
Pfizer Inc,Pfizer,Pfizer,Pfizer,industry,accepted,99,manual,alias match: 'pfizer inc' → 'Pfizer',Pfizer,24
UNIVERSITA CAMPUS BIOMEDICO,Università Campus Bio-Medico di Roma,NA,NA,academic,accepted,99,manual,alias match: 'universita campus biomedico' → 'Università Campus Bio-Medico di Roma',Università Campus Bio-Medico di Roma,24
ISTITUTO NAZIONALE PER LO STUDIO E LA CURA DEI TUMORI - FONDAZIONE G. PASCALE,Istituto Nazionale per lo Studio e la Cura dei Tumori - Fondazione G. Pascale,NA,NA,foundation,accepted,99,llm_reviewed,alias match: 'istituto nazionale per lo studio e la cura dei tumori - fondazione g pascale' → 'Istituto Nazionale per lo Studio e la Cura dei Tumori - Fondazione G. Pascale',Istituto Nazionale per lo Studio e la Cura dei Tumori - Fondazione G. Pascale,24
AZIENDA OSPEDALIERA SPEDALI CIVILI DI BRESCIA,Azienda Ospedaliero-Universitaria Spedali Civili di Brescia,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'azienda ospedaliera spedali civili di brescia' → 'Azienda Ospedaliero-Universitaria Spedali Civili di Brescia',Azienda Ospedaliero-Universitaria Spedali Civili di Brescia,24
Universittsklinikum Erlangen,University Hospital Erlangen,University Hospital Erlangen,University Hospital Erlangen,hospital,accepted,99,llm_reviewed,alias match: 'universittsklinikum erlangen' → 'University Hospital Erlangen',University Hospital Erlangen,24
University of Leicester,University of Leicester,NA,NA,hospital,accepted,95,final_family_map,entity-family match: leicester university → 'University of Leicester',University of Leicester,24
FONDAZIONE IRCCS ISTITUTO NAZIONALE DEI TUMORI,IRCCS Istituto Nazionale dei Tumori,NA,NA,foundation,accepted,99,manual,alias match: 'fondazione irccs istituto nazionale dei tumori' → 'IRCCS Istituto Nazionale dei Tumori',IRCCS Istituto Nazionale dei Tumori,24
