raw_sponsor,block_id,n_trials,block_size
"Department of Ophthalmology, Bonn University",blk_00440,2,14
Department of Orthopaedics IKE,blk_01309,2,2
"Department of Pediatric oncology, Aarhus University hospital",blk_00036,2,40
"Department of Respiratory Diseases, Aarhus University Hospital",blk_00036,2,40
Department of anesthesiology,blk_00988,2,12
"Department of infectious Diseases, Odense University Hospital",blk_00028,2,40
"Dept of Medical Sciences, Clinical Diabetes and Metabolism, Uppsala University",blk_00210,2,34
"Dept. of Anaesthesia, Centre of Head and Orthopaedics, Copenhagen University Hospital Rigshospitalet",blk_00014,2,40
"Dept. of Intensive Care, Copenhagen University Hospital, Rigshospitalet",blk_00014,2,40
"Dept. of Ophthalmology, Medical University of Vienna",blk_00041,2,40
Derma Sciencs Inc,blk_00538,2,6
"Dermira, a wholly owned subsidiary of Eli Lilly and Company",blk_00009,2,38
"Deutsche Homopathie-Union, DHU-Arzneimittel GmbH  Co. KG",blk_00905,2,2
Deutsches Herzzentrum Berlin,blk_01310,2,5
Deutsches Herzzentrum Mnchen,blk_00327,2,40
"Deutsches Herzzentrum Mnchen, Klinik fr Herz- und Kreislauferkrankungen",blk_00327,2,40
Deventer Ziekenhuis,blk_00992,2,2
DexTech Medical AB,blk_01311,2,2
DiaMedica Inc.,blk_01312,2,3
Diakonhjemmet Hospital AS,blk_00993,2,3
Dice Therapeutics Inc.,blk_01313,2,2
Dicerna Pharmaceuticals Inc.,blk_00815,2,3
Dipartimento di Medicina,blk_01314,2,16
Dipartimento di Medicina di Precisione - Universit degli studi della Campania L. Vanvitelli,blk_01314,2,16
"Dipartimento di Medicina-DIMED, universit di Padova",blk_00185,2,8
Direction Centrale Du Service De Sante Des Armees,blk_01302,2,4
Domp s.p.a,blk_00415,2,5
Dow Pharmaceutical Sciences Inc.,blk_01315,2,4
Dr. F. Khler Chemie GmbH,blk_00571,2,11
Dr. Jordi Carratal Fernndez Servicio de Enfermedades Infecciosas del Hospital Universitario de Bellvitge,blk_01316,2,11
Dr. Reddys Laboratories Ltd.,blk_01304,2,5
Dr. Reddys Laboratories S.A.,blk_01304,2,5
"Dr. Reddys Laboratories, Ltd",blk_01304,2,5
Dr. W. Schwabe GmbH  Co. KG,blk_00125,2,4
Dr. med. Tina Vilsbll,blk_01317,2,2
Dresden University of Technology,blk_00181,2,18
"Durata Therapeutics, Inc",blk_00996,2,3
"Dyax Corp., an indirect, wholly-owned subsidiary of Shire plc.",blk_00286,2,30
EAU Research Foundation,blk_01318,2,3
EBMT European group for Blood and Marrow Transplantation,blk_00421,2,24
EDISON PHARMACEUTICALS INC.,blk_01319,2,2
EIP Pharma Inc,blk_01320,2,4
ENYO Pharma SA,blk_00998,2,2
EORTC - European Organisation for Research and Treatment of Cancer,blk_00093,2,29
EORTC European Organisation for Research and Treatment of Cancer,blk_00093,2,29
ERYDEL S.P.A.,blk_01005,2,2
EUTHERAPIE pour le compte du promoteur Les Laboratoires Servier,blk_01321,2,2
EVELO Biosciences Inc,blk_01322,2,3
East and North Hertfordshire NHS Trust,blk_01323,2,6
"Eidos Therapeutics, Inc.",blk_01000,2,2
"Eiger BioPharmaceuticals, Inc.",blk_01324,2,2
Eip Pharma Inc.,blk_01320,2,4
Elan Regulatory Holdings Ltd,blk_01001,2,3
Eledon Pharmaceuticals Inc.,blk_01325,2,2
"Elevation Pharmaceuticals, Inc",blk_01326,2,2
Eli Lilly,blk_00009,2,38
Eli Lilly Cork Limited,blk_00009,2,38
Eli Lilly and Company - Indianapolis,blk_00009,2,38
Eli Lilly and company,blk_00009,2,38
Eli lilly and Company Limited,blk_00009,2,38
"Emalex Biosciences, Inc.",blk_01327,2,3
Enceladus Pharmaceuticals BV,blk_01328,2,3
Endo Pharmaceuticals Inc.,blk_01329,2,3
Endo Ventures Limited,blk_01329,2,3
"Endocyte, Inc.",blk_01330,2,2
Enlivex Therapeutics Ltd.,blk_01331,2,4
"Epix Pharmaceuticals, Inc.",blk_01332,2,2
Erasmus Hospital,blk_00029,2,40
Erasmus MC - Sophia,blk_01333,2,15
Erasmus MC - Sophia Childrens Hospital,blk_01333,2,15
Erasmus MC cancer institute,blk_00029,2,40
"Erasmus MC, Dept. Urology",blk_01333,2,15
"Erasmus MC, University Medical Center Rotterdam",blk_00029,2,40
Erasmus University Medical Centre,blk_00029,2,40
Erasmus University Rotterdam,blk_00029,2,40
Escient Pharmaceuticals Inc.,blk_01334,2,2
"Esperion Therapeutics, Inc.",blk_01007,2,3
Essex Pharma GmbH,blk_01335,2,2
Estetra SPRL,blk_01336,2,4
Estetra SRL,blk_01336,2,4
"Ethicon Inc., a Johnson  Johnson Co.",blk_00820,2,4
European Commission,blk_01337,2,2
European Group for Blood and Marrow Transplantation,blk_00421,2,24
European Lung Cancer Working Party,blk_01338,2,4
European Organisation for the Research and Treatment of Cancer EORTC,blk_00093,2,29
European Thoracic Oncology Platform ETOP,blk_00417,2,4
Evergreen Theragnostics Inc.,blk_01339,2,2
Evotec Neurosciences GmbH,blk_01340,2,3
Ewopharma AG,blk_01341,2,2
Eyepoint Inc.,blk_01342,2,3
F Hoffmann La-Roche Ltd.,blk_00006,2,40
"FERRER INTERNACIONAL, S.A.",blk_00459,2,13
FONDAZIONE DEL PIEMONTE PER LONCOLOGIA IRCC DI CANDIOLO,blk_00584,2,4
FONDAZIONE FADOI,blk_01259,2,2
FONDAZIONE IRCCS CA GRANDA OSPEDALE MAGGIORE POLICLINICO MILANO,blk_00233,2,12
FONDAZIONE MELANOMA ONLUS,blk_01012,2,9
FONDAZIONE PENTA ONLUS,blk_01343,2,8
FONDAZIONE SANDRO PITIGLIANI PER LA LOTTA CONTRO I TUMORI-ONLUS,blk_01344,2,2
FONDAZIONE TELETHON,blk_01345,2,3
FRANCISCO JAVIER BELDA,blk_01346,2,3
FRANCISCO JAVIER BENITO FERNANDEZ,blk_01346,2,3
FUJISAWA,blk_00317,2,3
FUNDACI PUIGVERT,blk_01347,2,2
"FUNDACIN FLS DE LUCHA CONTRA EL SIDA, LAS ENFERMEDADES INFECCIOSAS Y LA PROMOCIN DE LA SALUD Y LA CIENCIA",blk_00143,2,16
FUNDACIN PBLICA ANDALUZA PROGRESO Y SALUD,blk_00419,2,12
FUNDACION CV INVESTIGACION HOSPITAL DR PESET,blk_01348,2,3
FUNDACION GELTAMO,blk_00680,2,10
FUNDACION HOSPITAL DE MADRID,blk_00695,2,15
FUNDACION INVESTIGACION HOSPITAL CLINICO DE VALENCIA-INSTITUTO DE INVESTIGACION SANITARIA INCLIVA,blk_00702,2,11
FUNDACION PARA LA INVESTIGACIN LA FE,blk_00529,2,10
FUNDACION PARA LA INVESTIGACION BIOMEDICA HOSPITAL UNIVERSITARIO 12 DE OCTUBRE,blk_00515,2,28
FUNDACION SEIMC-GESIDA,blk_00377,2,6
Fabentech,blk_01349,2,2
Faes Farma S.A. / A. Menarini Industrie Farmaceutiche Riunite S.r.l.,blk_00226,2,40
Fakultn nemocnice v Motole,blk_00587,2,16
Fakultni Nemocnice Brno,blk_01010,2,11
Fakultni Nemocnice Kralovske Vinohrady,blk_01010,2,11
"Fast Forward Pharmaceuticals, B.V.",blk_01350,2,5
Ferrer Internacional S.A.,blk_00459,2,13
"Ferring International PharmaScience Center U.S., Inc.",blk_00058,2,12
Fidia Farmaceutici SpA,blk_00523,2,5
Fir Huvh Fundacio Institut De Recerca Hospital Universitari Vall De Hebron,blk_00268,2,40
FluidDA nv,blk_01351,2,2
"Folktandvrden, Landstinget Dalarna",blk_01352,2,4
Fondazione GISCAD,blk_00592,2,2
Fondazione Gimema Franco Mandelli Onlus / Fondazione Gimema Franco Mandelli Onlus,blk_00266,2,3
Fondazione IRCCS Istituto Nazionale Dei Tumori / Fondazione IRCCS Istituto Nazionale Dei Tumori,blk_00073,2,32
Fondazione IRCCS Istituto Nazionale dei tumori,blk_00073,2,32
Fondazione Italiana Linfomi,blk_00141,2,11
Fondazione Melanoma ONLUS,blk_01012,2,9
Fondazione Michelangelo,blk_01353,2,2
Fondazione Michelangelo - Avanzamento dello studio e cura dei tumori,blk_00073,2,32
Fondazione Oncotech Impresa Sociale,blk_00216,2,4
Fondazione Penta Ets,blk_01343,2,8
Fondazione Santa Lucia IRCCS,blk_00522,2,5
Fondazione Telethon Ets,blk_01345,2,3
Fondazione Telethon Ets / San Raffaele Hospital,blk_00051,2,19
Fondazione Tettamanti,blk_01354,2,2
"Forest Laboratories LLC, an Allergan Affiliate",blk_00080,2,13
"Forma Therapeutics, Inc.",blk_01355,2,3
Forward Pharma GmbH,blk_01350,2,5
Foundation for Liver research,blk_00825,2,5
Franciscus Gasthuis,blk_00895,2,5
Franciscus Gasthuis  Vlietland,blk_00895,2,5
Frankfurter Institut fr Klinische Krebsforschung IKF GmbH,blk_00142,2,19
Fraunhofer Gesellschaft for its Fraunhofer Institute for Translational Medicine and Pharmacology ITMP,blk_00812,2,31
Frederiksberg Hospital,blk_01356,2,3
"Free State of Bavaria rep. by the Univ. of Regensburg, rep. by the Regensburg Univ. Hospital",blk_00752,2,19
Freeline Therapeutics Limited,blk_01013,2,2
French Society of Cardiology,blk_01357,2,7
Friedrich Schiller University,blk_00462,2,12
Friedrich-Schiller-University Jena,blk_00462,2,12
Friedrich-Schiller-University of Jena,blk_00462,2,12
"Fujifilm Kyowa Kirin Biologics Co., Ltd.",blk_00255,2,33
Fundaci Clinic per a la Recerca Biomdica FCRB,blk_00084,2,32
Fundaci Institut de Recerca de lHospital de la Santa Creu i Sant Pau,blk_00605,2,27
Fundaci Privada Clnic per a la Recerca Biomdica,blk_00084,2,32
Fundaci de Lluita contra la SIDA,blk_00143,2,16
Fundaci per la Recerca i la Docncia Sant Joan de Du,blk_00379,2,20
Fundacin CRIS de investigacin para vencer el cncer,blk_01358,2,2
Fundacin GECP,blk_00293,2,5
Fundacin General de la Universidad de Valladolid,blk_01359,2,7
Fundacin Instituto de Investigacin Sanitaria Aragn,blk_01360,2,2
Fundacin Interhospitalaria para la Investigacin Cardiovascular,blk_01361,2,6
Fundacin Investigacin Biomdica Hospital General Universitario Gregorio Maran FIBHGUGM,blk_00463,2,40
Fundacin Investigacin Biomdica Hospital Prncipe de Asturias,blk_01362,2,3
Fundacin Investigacin Hospital Ramn y Cajal,blk_01014,2,5
Fundacin Pblica Andaluza para la Gestin de la Investigacin en Salud de Sevilla,blk_00294,2,27
Fundacin Pblica Andaluza para la Gestin de la Investigacin en Salud de Sevilla FISEVI,blk_00294,2,27
Fundacin Pblica Andaluza para la Investigacin de Mlaga en Biomedicina Y Salud FIMABIS,blk_00294,2,27
Fundacin Renal Iigo lvarez de Toledo,blk_01363,2,4
Fundacin para la Formacin e Investigacin Sanitaria FFIS,blk_00588,2,9
Fundacin para la Investigacin Biomdica,blk_00084,2,32
Fundacin para la Investigacin Biomdica del Hospital,blk_00463,2,40
Fundacin para la Investigacin Biomdica del Hospital Universitario Prncipe de Asturias,blk_00463,2,40
Fundacin para la Investigacin Biomdica del Hospital Universitario de La Paz,blk_00202,2,33
Fundacin para la Investigacin e Innovacin Biomdica FIIB del Hospital Universitario Infanta Leonor y Hospital Unive,blk_01364,2,5
Fundacin para la Investigacin en Enfermedades del Aparato Digestivo,blk_01365,2,2
Fundacin para la Investigacin y la Innovacin Biosanitaria del Principado de Asturias FINBA,blk_01364,2,5
Fundacio Assistencial De Mutua De Terrassa Fpc,blk_01366,2,4
Fundacio Institut D Investigacio Biomedica De Bellvitge IDIBELL,blk_00508,2,15
Fundacio Parc Tauli,blk_01367,2,2
Fundacio Privada Clinic per a la Recerca Biomedica,blk_00493,2,7
Fundacion Cris De Investigacion Para Vencer El Cancer,blk_00702,2,11
Fundacion De La Comunitat Valenciana Para La Gestion Del Instituto De Investigacion Sanitaria Y Biomedica De Alicante,blk_00294,2,27
Fundacion De investigacion De Hm Hospitales,blk_01016,2,3
Fundacion Fls De Lucha Contra El Sida Las Enfermedades Infecciosas Y La Promocion De La Salud Y La C,blk_00143,2,16
Fundacion Instituto De Investigacion Sanitaria De Navarra,blk_00276,2,9
Fundacion Oncosur,blk_01368,2,5
Fundacion Para La Formacion E Investigacion Sanitaria De La Region De Murcia / Fundacion Para La Formacion E Investigacion Sanitaria De La Region De Murcia,blk_00464,2,2
Fundacion Para La Gestion De La Investigacion En Salud De Sevilla,blk_00294,2,27
Fundacion Progreso Y Salud,blk_00419,2,12
Fundacion Publica Galega Instituto De Investigacion Sanitaria De Santiago De Compostela,blk_00590,2,2
Fundacion Publica Para La Investigacion Biosanitaria De Andalucia Oriental Alejandro Otero,blk_01369,2,2
Fundacion SEIMC-GESIDA,blk_00377,2,6
Fundacion Seimc Gesida,blk_00377,2,6
Furiex Pharmaceuticals,blk_01370,2,2
Futura Medical Developments Ltd.,blk_01371,2,3
G. dAnnunzio University,blk_01372,2,3
G.I.M.EM.A. Gruppo Italiano Malattie EMatologiche dellAdulto,blk_00187,2,7
GABA GmbH,blk_01373,2,2
GABA International AG,blk_01373,2,2
"GALDERMA RD, LLC",blk_00252,2,16
"GALDERMA RD, SNC",blk_00252,2,16
"GB002, Inc.",blk_01017,2,2
GBG Forschungs GmbH German Breast Group,blk_00154,2,8
GE Healthcare Finland Oy,blk_00378,2,14
GE Healthcare Ltd,blk_00378,2,14
GE Healthcare Ltd and its Affiliates,blk_00378,2,14
GEICAM GRUPO ESPAOL DE INVESTIGACION EN CANCER DE MAMA,blk_00589,2,19
GELA Group,blk_00830,2,4
GELTAMO Grupo Cooperativo Espaol de Linfoma/Trasplante Autlogo de Mdula sea,blk_00680,2,10
GELTAMO Grupo Espaol de Linfoma y Transplante Autlogo de Mdula sea,blk_00599,2,40
GEMCAD Grupo Espaol Multidisciplinar en Cncer Digestivo,blk_00599,2,40
"GENENTECH, Inc",blk_00070,2,9
GENETHON,blk_00595,2,2
GENSIGHT BIOLOGICS,blk_00255,2,33
GERMAN ONCOLOGY CENTER,blk_01023,2,8
GETNE Grupo Espaol de Tumores Neuroendocrinos,blk_00599,2,40
GILEAD SCIENCES S.R.L.,blk_00016,2,18
"GITMO GRUPPO ITALIANO TRAPIANTO DI MIDOLLO OSSEO,CELLULE STAMINALI EMOPOIETICHE E TERAPIA CELLULARE - ONLUS",blk_01009,2,4
GMIHO Gesellschaft fr Medizinische Innovation  Hmatologie und Onkologie mbH,blk_00525,2,10
GRUPO ESPAOL DE INVESTIGACIN EN CNCER DE MAMA GEICAM,blk_00599,2,40
GRUPO ESPAOL DE NEUROONCOLOGIA MEDICA,blk_00599,2,40
GSK Research  Development Limited,blk_01020,2,4
GUSTAVE ROUSSY,blk_00054,2,5
GYN Research GmbH,blk_01374,2,2
Galderma Research  Development,blk_00252,2,16
Galderma Research and Development SNC,blk_00252,2,16
Galenica AB,blk_01375,2,2
"Gan  Lee Pharmaceuticals, USA",blk_01021,2,3
Gastroenterology MIDT,blk_01376,2,4
Gateshead Health NHS Foundation Trust,blk_01377,2,2
Gcp-Service International West GmbH,blk_01018,2,3
GeNeuro Innovation SAS,blk_01378,2,3
GeNeuro SA,blk_01378,2,3
Genetronics / inovio Biomedical,blk_00845,2,2
"Genexine, Inc",blk_01379,2,3
Genfit SA,blk_00524,2,3
Gensight Biologics,blk_00255,2,33
Gentofte Hospital / Frederiksberg Hospital,blk_00234,2,29
Genzyme Corporation and its Affiliates,blk_00088,2,10
Georg-August-Universitt Gttingen,blk_01155,2,11
"Georg-August-Universitt Gttingen, Stiftung ffentlichen Rechts, Universittsmedizin Gttingen",blk_01155,2,11
German Cancer Research Center DKFZ,blk_01023,2,8
German High Grade Non-Hodgkins Lymphoma group,blk_00437,2,22
Geron Corp.,blk_01024,2,2
Gesellschaft fr Pdiatrische Onkologie und Hmatologie GPOH gGmbH,blk_00420,2,3
Glaukos Corporation,blk_01380,2,2
GlaxoSmithKline Biologicals / GlaxoSmithKline Biologicals,blk_00007,2,40
GlaxoSmithKline Consumer Healthcare GSKCH,blk_00188,2,24
GlaxoSmithKline Consumer Healthcare GmbH  Co. KG,blk_00188,2,24
GlaxoSmithkline Research  Development Limited,blk_00007,2,40
Glaxosmithkline Biologicals,blk_00007,2,40
Global Blood Therapeutics Inc.,blk_00421,2,24
Glostrup University Hospital,blk_00813,2,5
Goelams,blk_00593,2,2
Goethe Universitt Frankfurt,blk_00218,2,30
Gothenburg University,blk_01381,2,4
Grand Hpital de Charleroi,blk_01382,2,3
Greater Glasgow NHS Health Board / University of Glasgow co-sponsorship,blk_00301,2,40
Greater Glasgow and Clyde / University of Glasgow,blk_00301,2,40
Green Cross Corporation,blk_01383,2,3
Greenpark Health Care Trust,blk_01384,2,2
Grifols Biologicals Inc.,blk_00427,2,14
Groupe Hospitalier Paris Saint-Joseph,blk_01385,2,6
Groupement Des Hopitaux De L'Institut Catholique De Lille,blk_00231,2,20
Groupement des Hpitaux de lInstitut Catholique de Lille GHICL,blk_00231,2,20
Grupo Espanol De Investigacion En Cancer De Mama,blk_00589,2,19
Grupo Espanol De Investigacion En Neurooncologia,blk_00589,2,19
Grupo Espanol De Oncologia Genitourinaria-Socug,blk_00589,2,19
Grupo Espanol De Tratamiento De Tumores De Cabeza Y Cuello,blk_00589,2,19
Grupo Espaol de Investigacin en Cncer de Mama GEICAM,blk_00599,2,40
Grupo Espaol de Investigacin en Cncer de Ovario,blk_00599,2,40
Grupo Espaol de Tratamiento de Tumores de Cabeza y Cuello TTCC,blk_00599,2,40
Grupo Espaol de Tratamiento de los Tumores de Cabeza y Cuello TTCC,blk_00201,2,11
Grupo Espaol de Tumores Neuroendocrinos,blk_00599,2,40
Grupo de Investigacin en Oncologa Mdica del Hospital de Navarra,blk_01386,2,3
Grupo de Tratamiento de los Tumores Digestivos,blk_00201,2,11
Grupo de Tratamiento de los Tumores Digestivos - TTD,blk_00201,2,11
Gteborgs universitet,blk_01026,2,4
Gyroscope Therapeutics Ltd.,blk_01387,2,2
H. Lundbeck a/s,blk_00031,2,10
HAL Allergy,blk_00423,2,7
HARRAS-PHARMA-CURARINA GmbH,blk_01388,2,2
HELP Pharmaceuticals S.A.,blk_01389,2,2
HOSPITAL GENERAL UNIVERSITARIO DE ALICANTE,blk_00836,2,7
HOSPITAL UNIVERSITARI DE BELLVITGE- IDIBELL,blk_00508,2,15
HULL AND EAST YORKSHIRE NHS TRUST,blk_00273,2,23
HUS Helsinki University Hospital,blk_00119,2,34
HUTCHMED Limited,blk_00838,2,2
HYKS Naistensairaala,blk_01390,2,2
Haaglanden Medisch Centrum,blk_00108,2,18
Haleon CH SARL,blk_01391,2,5
Hamilton Health Sciences Corporation through its Population Health Research Institute,blk_00465,2,6
Hammersmith Hospital NHS Trust,blk_01392,2,5
Hanmi Pharm. Co. Ltd.,blk_00600,2,3
Hansa Biopharma,blk_00687,2,4
Harmony Biosciences Management Inc.,blk_01393,2,2
Haukeland University hospital,blk_00601,2,10
Heart Center Co. Tampere University Hospital,blk_00305,2,9
Heidelberg Pharma AG,blk_00338,2,40
Heinrich-Heine-University Dsseldorf,blk_00688,2,9
"Helena Tinkanen, Tampereen yliopistollinen sairaala",blk_01394,2,6
Helix BioPharma Corp,blk_00898,2,5
Hellenic Cardiovascular Research Society,blk_00466,2,11
Hellenic Oncology Research Group HORG,blk_00297,2,18
Helperby Thearapeutics Ltd,blk_01395,2,5
Helse Bergen HF / St. Olavs Hospital HF,blk_00047,2,36
Helse Stavanger HF,blk_00047,2,36
Helsinki University Central hospital,blk_00119,2,34
Herlev og Gentofte Hospital,blk_00234,2,29
"Herz-, Thorax- und Gefchirurgische Ansthesie und Intensivmedizin",blk_01396,2,9
Hoffmann-La Roche Ltd/Inc/AG/Roche Global Development,blk_00006,2,40
"Hopital Erasme, Universit Libre de Bruxelles",blk_00320,2,26
Hopital NOVO,blk_00003,2,20
Horizon Therapeutics Ireland DAC,blk_00382,2,6
Horizon Therapeutics USA Inc.,blk_00382,2,6
"Horizon Therapeutics USA, Inc.",blk_00382,2,6
Hospital Del Mar,blk_00206,2,34
Hospital Erasme,blk_00320,2,26
Hospital Ramn y Cajal,blk_01014,2,5
Hospital Universitari de Bellvitge,blk_00508,2,15
Hospital Universitari de Girona Dr. Josep Trueta,blk_00690,2,7
Hospital Universitario Fundacin Alcorcn,blk_01397,2,2
Hpital FOCH,blk_00381,2,3
Hpital Fondation Adolphe de Rothschild,blk_00527,2,3
Hull University Teaching Hospitals NHS Trust,blk_00074,2,13
Hutchison MediPharma Limited,blk_01398,2,2
"Hvidovre Hospital, Dept. of Rheumatology",blk_00221,2,34
Hybrigenics SA,blk_01399,2,2
Hywel Dda Health Board,blk_01400,2,2
IBSA FARMACEUTICI ITALIA SRL,blk_00528,2,9
IDIAP JORDI GOL I GURINA,blk_00839,2,4
IDIVAL Instituto de Investigacin Sanitaria Valdecilla,blk_01035,2,3
IELSG INTERNATIONAL EXTRANODAL LYMPHOMA STUDY GROUP,blk_00437,2,22
IFOM Istituto Fondazione Di Oncologia Molecolare Ets In Breve Ifom Ets,blk_00044,2,9
IIS La Fe,blk_00529,2,10
"IMARA, Inc.",blk_01401,2,2
IMEA,blk_01402,2,4
"IMPAX Laboratories, Inc.",blk_01403,2,5
INEOS Healthcare Limited,blk_01039,2,2
INFAI GmbH,blk_01404,2,2
INFAI Institut fr biomedizinische Analytik und NMR Imaging GmbH,blk_01404,2,2
INFECTOPHARM Arzneimittel GmbH,blk_00693,2,6
"INMUNOTEK, S.L.",blk_00203,2,4
INSERM ANRS,blk_00204,2,8
INSERM-ANRS,blk_00204,2,8
INSTITUTO BERNABEU,blk_00701,2,4
INSTITUTO DE ESTUDIOS DE CIENCIAS DE LA SALUD DE CASTILLA Y LEON,blk_00606,2,9
"INSTITUTO GRIFOLS, S.A.",blk_00427,2,14
INTERGRUPPO MELANOMA ITALIANO,blk_01012,2,9
IPPMed GmbH,blk_01405,2,2
IPSEN NV,blk_00136,2,37
IPSEN PHARMA SAS,blk_00136,2,37
"IPSEN PHARMA, S.A.",blk_00136,2,37
IRCCS FONDAZIONE ISTITUTO NEUROLOGICO NAZIONALE C. MONDINO,blk_00222,2,18
IRCCS ISTITUTO SCIENTIFICO ROMAGNOLO PER LO STUDIO E LA CURA DEI TUMORI,blk_00073,2,32
IRCCS Ospedale Policlinico San Martino,blk_00841,2,5
ISDIN,blk_01406,2,3
ISTITUTO MEDITERRANEO PER I TRAPIANTI E TERAPIE AD ALTA  SPECIALIZZAZIONE,blk_01407,2,2
ISTITUTO MEDITERRANEO PER I TRAPIANTI E TERAPIE AD ALTA SPECIALIZZAZIONE - ISMETT,blk_01407,2,2
ISTITUTO NAZIONALE DI RICOVERO E CURA PER ANZIANI IRCCS,blk_00073,2,32
ISTITUTO ONCOLOGICO ROMAGNOLO,blk_00324,2,3
ISTITUTO ONCOLOGICO VENETO - IRCCS,blk_00468,2,4
ISTITUTO ORTOPEDICO RIZZOLI,blk_01408,2,3
ISTITUTO SCIENTIFICO ROMAGNOLO PER LO STUDIO E LA CURA DEI TUMORI IRST - IRCCS,blk_00073,2,32
ITALFARMACO S.p.A.,blk_00254,2,6
IVI Valencia,blk_00695,2,15
"Ichthyol-Gesellschaft Cordes, Hermanni  Co. GmbH  Co. KG",blk_01409,2,3
Ifom Istituto Fondazione Di Oncologia Molecolare Ets In Breve Ifom Ets,blk_00044,2,9
ImClone Systems Incorporated,blk_00274,2,2
Imago BioSciences Inc.,blk_01410,2,2
"Imbria Pharmaceuticals, Inc.",blk_01411,2,2
Immatics Biotechnologies GmbH,blk_00920,2,3
Immatics US Inc.,blk_00920,2,3
Immunocore Ltd,blk_00469,2,3
Immunocore Ltd.,blk_00469,2,3
Immutep S.A.S.,blk_00843,2,2
"Impax Laboratories, LLC",blk_01403,2,5
Imperial College London JRC Office,blk_00019,2,40
Imperial College London Limited,blk_00019,2,40
Imperial College London and Imperial College Healthcare NHS Trust,blk_00019,2,40
"Imperial College London, Joint Research Compliance Office",blk_00019,2,40
Incyte Biosciences International S.a.r.l.,blk_00043,2,8
Incyte Biosciences International Srl,blk_00043,2,8
Innoup Farma S.L.,blk_00226,2,40
Innovacell Biotechnologie AG - Life Science Center Innsbruck,blk_00282,2,40
Institut National de la Sant et de la Recherche Mdicale INSERM,blk_00204,2,8
Institut Produits Synthse IPSEN AB,blk_00136,2,37
Institut Universitari D Investigacio En Atencion Primaria Jordi Gol,blk_00839,2,4
Institut de Cancrologie Lucien Neuwirth,blk_01412,2,2
Institut de Recherche International Servier,blk_00027,2,25
Institut de Recherche Pierre Fabre,blk_00056,2,33
Institut de Terapia Regenerativa Tissular S.L. ITRT,blk_01413,2,2
Institut for Pharmacology and Toxicology,blk_00812,2,31
Institut fr Klinische Krebsforschung IKF GmbH,blk_00142,2,19
Institute Of Hematology And Blood Transfusion,blk_00421,2,24
Institute Of Oncology Ljubljana,blk_01158,2,14
