"register","raw","normalised","n_trials","changed"
"CTIS","Austria / Belgium / Poland / Croatia / Slovakia / Bulgaria / Lithuania / Denmark / Netherlands / Ireland / Spain / Italy / Latvia","Austria / Belgium / Bulgaria / Croatia / Denmark / Ireland / Italy / Latvia / Lithuania / Netherlands / Poland / Slovakia / Spain",1,TRUE
"CTIS","Austria / Croatia / Czechia / Portugal / Slovakia / Poland / Belgium / Hungary / Italy / Lithuania / Netherlands / Bulgaria / Spain / Greece","Austria / Belgium / Bulgaria / Croatia / Czech Republic / Greece / Hungary / Italy / Lithuania / Netherlands / Poland / Portugal / Slovakia / Spain",1,TRUE
"CTIS","Austria / Czechia / France / Germany / Spain / Portugal / Belgium / Hungary / Italy / Greece","Austria / Belgium / Czech Republic / France / Germany / Greece / Hungary / Italy / Portugal / Spain",1,TRUE
"CTIS","Austria / Czechia / France / Norway / Spain / Sweden / Denmark","Austria / Czech Republic / Denmark / France / Norway / Spain / Sweden",1,TRUE
"CTIS","Austria / Czechia / Italy","Austria / Czech Republic / Italy",1,TRUE
"CTIS","Austria / Czechia / Italy / Greece / Spain / France / Germany","Austria / Czech Republic / France / Germany / Greece / Italy / Spain",1,TRUE
"CTIS","Austria / Denmark / Finland / Slovakia / Italy / Romania / Hungary / Spain / Belgium / Poland / Germany / France / Bulgaria / Czechia / Greece / Latvia / Netherlands","Austria / Belgium / Bulgaria / Czech Republic / Denmark / Finland / France / Germany / Greece / Hungary / Italy / Latvia / Netherlands / Poland / Romania / Slovakia / Spain",1,TRUE
"CTIS","Austria / Denmark / France / Lithuania / Germany / Finland / Hungary / Italy / Croatia / Spain / Belgium / Czechia / Poland / Slovakia","Austria / Belgium / Croatia / Czech Republic / Denmark / Finland / France / Germany / Hungary / Italy / Lithuania / Poland / Slovakia / Spain",1,TRUE
"CTIS","Austria / Denmark / Germany / France","Austria / Denmark / France / Germany",1,TRUE
"CTIS","Austria / Denmark / Poland / Netherlands / France / Bulgaria / Spain / Italy / Czechia / Germany / Croatia / Slovakia / Belgium / Hungary / Greece","Austria / Belgium / Bulgaria / Croatia / Czech Republic / Denmark / France / Germany / Greece / Hungary / Italy / Netherlands / Poland / Slovakia / Spain",1,TRUE
"CTIS","Austria / Finland / Czechia / Italy / Germany / Ireland / Spain / Hungary / Belgium","Austria / Belgium / Czech Republic / Finland / Germany / Hungary / Ireland / Italy / Spain",1,TRUE
"CTIS","Austria / France","Austria / France",1,FALSE
"CTIS","Austria / France / Germany / Italy","Austria / France / Germany / Italy",1,FALSE
"CTIS","Austria / France / Germany / Norway / Poland / Belgium / Spain","Austria / Belgium / France / Germany / Norway / Poland / Spain",1,TRUE
"CTIS","Austria / France / Norway / Hungary / Bulgaria / Netherlands / Czechia / Slovakia / Germany / Lithuania / Greece / Belgium / Italy / Spain / Poland","Austria / Belgium / Bulgaria / Czech Republic / France / Germany / Greece / Hungary / Italy / Lithuania / Netherlands / Norway / Poland / Slovakia / Spain",1,TRUE
"CTIS","Austria / France / Spain / Italy / Belgium / Sweden / Germany / Ireland / Poland","Austria / Belgium / France / Germany / Ireland / Italy / Poland / Spain / Sweden",1,TRUE
"CTIS","Austria / Germany / Belgium / France / Portugal / Spain / Netherlands / Italy / Poland","Austria / Belgium / France / Germany / Italy / Netherlands / Poland / Portugal / Spain",1,TRUE
"CTIS","Austria / Germany / Denmark / Ireland","Austria / Denmark / Germany / Ireland",1,TRUE
"CTIS","Austria / Germany / France / Italy / Spain / Poland / Netherlands / Belgium / Czechia","Austria / Belgium / Czech Republic / France / Germany / Italy / Netherlands / Poland / Spain",1,TRUE
"CTIS","Austria / Germany / France / Spain / Italy","Austria / France / Germany / Italy / Spain",1,TRUE
"CTIS","Austria / Germany / Greece / Poland / Belgium / Italy","Austria / Belgium / Germany / Greece / Italy / Poland",1,TRUE
"CTIS","Austria / Germany / Italy / Belgium","Austria / Belgium / Germany / Italy",1,TRUE
"CTIS","Austria / Germany / Italy / Czechia","Austria / Czech Republic / Germany / Italy",1,TRUE
"CTIS","Austria / Germany / Italy / Netherlands","Austria / Germany / Italy / Netherlands",1,FALSE
"CTIS","Austria / Germany / Italy / Spain","Austria / Germany / Italy / Spain",1,FALSE
"CTIS","Austria / Germany / Italy / Sweden","Austria / Germany / Italy / Sweden",1,FALSE
"CTIS","Austria / Germany / Netherlands / Belgium / Denmark / France / Finland / Sweden","Austria / Belgium / Denmark / Finland / France / Germany / Netherlands / Sweden",1,TRUE
"CTIS","Austria / Germany / Poland","Austria / Germany / Poland",1,FALSE
