cluster_key,entity_key,suggested_canonical,sponsor_labels,aliases_sample,sources,sponsor_types,score,evidence,confidence_bucket,blocked_reason,review_bucket,applied
entity:vifor fresenius care renal pharma:blocked,vifor fresenius care renal pharma,OM Pharma SA,OM Pharma SA,om pharma sa|vifor fresenius medical care renal pharma france,ctis_businesskey|llm_reviewed,unknown,0,shared alias entity key; curated entity canonical from final_sponsor_canonical_review,blocked,combined multi-entity label or alias-only family evidence excluded from auto-map,S-Z,FALSE
entity:vifor pharma:auto,vifor pharma,Vifor Pharma,Vifor Pharma|Vifor Pharma Inc.,vifor france|vifor pharma|vifor pharma inc,bulk_reviewed|llm_reviewed,unknown,100,shared alias entity key; shared final-label entity key; curated entity canonical from final_sponsor_canonical_review,auto,NA,S-Z,TRUE
entity:vifor:blocked,vifor,Vifor Pharma,Vifor Pharma,vifor france,llm_reviewed,unknown,0,shared alias entity key; curated entity canonical from final_sponsor_canonical_review; generated from target sponsor aliases,blocked,combined multi-entity label or alias-only family evidence excluded from auto-map,S-Z,FALSE
entity:viridian therapeutics:auto,viridian therapeutics,Viridian Therapeutics,Viridian Therapeutics|Viridian Therapeutics S.à.r.l.,viridian therapeutics inc|viridian therapeutics s a r l,bulk_reviewed|llm_reviewed,unknown,100,shared alias entity key; shared final-label entity key; curated entity canonical from final_sponsor_canonical_review,auto,NA,S-Z,TRUE
entity:vital therapies:auto,vital therapies,Vital Therapies,Vital Therapies|Vital Therapies Incorporated,vital therapies inc|vital therapies incorporated,llm_reviewed|manual,industry|unknown,100,shared alias entity key; shared final-label entity key; curated entity canonical from final_sponsor_canonical_review,auto,NA,S-Z,TRUE
entity:vorstand des klinikums der universitt mnchen grosshadern:blocked,vorstand des klinikums der universitt mnchen grosshadern,Klinikum Der Universitat Munchen AöR,Klinikum Der Universitat Munchen AöR,1 frauenklinik der lmu- innenstadt|department of internal medicine of the university of munich|department of psychiatry ludwig-maximilian university munich|hospital of the ludwig maximilians university munich|hospital of the ludwig-maximilians-university of munich|hospital of the university of munich|ibd center lmu munich|klinik fr psychiatrie und psychotherapie der ludwig maximilian universitt mnchen,ctis_businesskey|llm_reviewed|location_postcode|manual,hospital,0,shared alias entity key; curated entity canonical from final_sponsor_canonical_review; generated from target sponsor aliases,blocked,combined multi-entity label or alias-only family evidence excluded from auto-map,S-Z,FALSE
entity:vrij:blocked,vrij,Amsterdam UMC,Amsterdam UMC,academic medical center|academic medical center amsterdam|academic medical center/ gastroenterology|academic medical centre|academic medical centre amc|academic medical centre amsterdam|academic psychiatric center - amc-uva|academical medical center,llm_reviewed|manual,hospital,0,shared alias entity key; curated entity canonical from final_sponsor_canonical_review; generated from target sponsor aliases,blocked,combined multi-entity label or alias-only family evidence excluded from auto-map,S-Z,FALSE
entity:vstra gtaland regionen:blocked,vstra gtaland regionen,Vstra Gtalandsregionen,Västra Götalandsregionen|Vstra Gtalandsregionen,vstra gtaland regionen|vstra gtalandsregionen|vstra gtalandsregionen/onkologiska kliniken|vstre gtalandsregionen sweden,bulk_reviewed|llm_reviewed|location_postcode,unknown,0,shared alias entity key; curated entity canonical from final_sponsor_canonical_review; generated from target sponsor aliases,blocked,combined multi-entity label or alias-only family evidence excluded from auto-map,S-Z,FALSE
entity:vstra gtalandsregionen:auto,vstra gtalandsregionen,Vstra Gtalandsregionen,Vstra Gtalandsregionen,vstra gtaland regionen|vstra gtalandsregionen|vstra gtalandsregionen/onkologiska kliniken,bulk_reviewed|location_postcode,unknown,100,shared alias entity key; shared final-label entity key; curated entity canonical from final_sponsor_canonical_review,auto,NA,S-Z,TRUE
entity:vstra gtalandsregionen:blocked,vstra gtalandsregionen,Vstra Gtalandsregionen,Västra Götalandsregionen/NL,vstra gtalands center fr utveckling av prehospital akutsjukvrd|vstra gtalandsregionen vgr / sahlgrenska academy-gothenburg university institute|vstra gtalandsregionen/nl|vstragtaland,llm_reviewed,unknown,0,shared alias entity key; curated entity canonical from final_sponsor_canonical_review,blocked,combined multi-entity label or alias-only family evidence excluded from auto-map,S-Z,FALSE
entity:vstre gtalandsregionen:blocked,vstre gtalandsregionen,Västra Götalandsregionen,Västra Götalandsregionen,vstra gtaland regionen|vstre gtalandsregionen sweden,llm_reviewed|location_postcode,unknown,0,shared alias entity key; curated entity canonical from final_sponsor_canonical_review; generated from target sponsor aliases,blocked,combined multi-entity label or alias-only family evidence excluded from auto-map,S-Z,FALSE
entity:vumc:blocked,vumc,Amsterdam UMC,Amsterdam UMC,academic medical center|academic medical center amsterdam|academic medical center/ gastroenterology|academic medical centre|academic medical centre amc|academic medical centre amsterdam|academic psychiatric center - amc-uva|academical medical center,llm_reviewed|manual,hospital,0,shared alias entity key; curated entity canonical from final_sponsor_canonical_review; generated from target sponsor aliases,blocked,combined multi-entity label or alias-only family evidence excluded from auto-map,S-Z,FALSE
entity:wala heilmittel:auto,wala heilmittel,WALA Heilmittel GmbH,WALA Heilmittel GmbH|Wala-Heilmittel GmbH,wala heilmittel gmbh|wala-heilmittel gmbh,bulk_reviewed|llm_reviewed,unknown,100,shared alias entity key; shared final-label entity key; curated entity canonical from final_sponsor_canonical_review,auto,NA,S-Z,TRUE
entity:warsaw:auto,warsaw,Medical University of Warsaw,Medical University of Warsaw|Medical University Of Warsaw,medical university of warsaw|medical unviersity of warsaw,bulk_reviewed|llm_reviewed,unknown,100,shared alias entity key; shared final-label entity key; curated entity canonical from final_sponsor_canonical_review,auto,NA,S-Z,TRUE
entity:weill college cornell:auto,weill college cornell,Weill Cornell Medicine,Weill Medical College of Cornell University,weill medical college of cornell university,llm_reviewed,academic,100,shared alias entity key; shared final-label entity key; curated entity canonical from final_sponsor_canonical_review,auto,NA,S-Z,TRUE
entity:weill college cornell:blocked,weill college cornell,Weill Cornell Medicine,Weill Cornell Medicine,weill medical college of cornell university,llm_reviewed,academic,0,shared alias entity key; curated entity canonical from final_sponsor_canonical_review,blocked,combined multi-entity label or alias-only family evidence excluded from auto-map,S-Z,FALSE
entity:weill cornell:auto,weill cornell,Weill Cornell Medicine,Weill Cornell Medicine,weill medical college of cornell university,llm_reviewed,academic,100,shared final-label entity key; curated entity canonical from final_sponsor_canonical_review; generated from target sponsor aliases,auto,NA,S-Z,TRUE
entity:whittington:auto,whittington,The Whittington Hospital NHS Trust,The Whittington Hospital NHS Trust|Whittington Hospital NHS Trust,the whittington hospital nhs trust|whittington hospital nhs trust|whittington nhs trust,bulk_reviewed|llm_reviewed,hospital,100,shared alias entity key; shared final-label entity key; curated entity canonical from final_sponsor_canonical_review,auto,NA,S-Z,TRUE
entity:witten herdecke:auto,witten herdecke,Witten-Herdecke University,Witten-Herdecke University,witten-herdecke university,bulk_reviewed,unknown,100,shared alias entity key; shared final-label entity key; curated entity canonical from final_sponsor_canonical_review,auto,NA,S-Z,TRUE
entity:witten herdecke:blocked,witten herdecke,Witten-Herdecke University,Universität Witten/Herdecke|University Witten/Herdecke,private universitt witten/herdecke ggmbh|universitt witten/herdecke|university of witten/herdecke|university witten/herdecke,bulk_reviewed|llm_reviewed,unknown,0,shared alias entity key; shared final-label entity key; curated entity canonical from final_sponsor_canonical_review,blocked,combined multi-entity label or alias-only family evidence excluded from auto-map,S-Z,FALSE
entity:womens childrens health uppsala:blocked,womens childrens health uppsala,Uppsala University,Uppsala University,center for research and development uppsala university/county council of gvleborg|dep of medical cell biology uppsala university|department of medical sciences akademiska sjukhuset|department of medical sciences uppsala universitet|department of pharmaceutical biosciences uppsala university|department of surgical sciences uppsala university|department of womens and childrens health uppsala university|institute for public health and caring sciences uppsala university,bulk_reviewed|llm_reviewed|location_postcode,unknown,0,shared alias entity key; curated entity canonical from final_sponsor_canonical_review; generated from target sponsor aliases,blocked,combined multi-entity label or alias-only family evidence excluded from auto-map,S-Z,FALSE
