alias_clean,substance_clean,alias_type,source
ocaratuzumab,ocaratuzumab,chembl_synonym,chembl
ocaratuzumab,ocaratuzumab,chembl_synonym,chembl
ocaratuzumab,ocaratuzumab,usan,chembl
ab-0024,simtuzumab,chembl_synonym,chembl
ab0024,simtuzumab,chembl_synonym,chembl
gs-6624,simtuzumab,chembl_synonym,chembl
simtuzumab,simtuzumab,chembl_synonym,chembl
simtuzumab,simtuzumab,chembl_synonym,chembl
simtuzumab,simtuzumab,usan,chembl
pti-188,pti-6d2 188re,chembl_synonym,chembl
pti-6d2,pti-6d2 188re,chembl_synonym,chembl
pti-6d2 188re,pti-6d2 188re,chembl_synonym,chembl
huj591,huj591 111in,chembl_synonym,chembl
huj591 (111in),huj591 111in,chembl_synonym,chembl
huj591 111in,huj591 111in,chembl_synonym,chembl
huj591,huj591 177lu,chembl_synonym,chembl
huj591 (177lu),huj591 177lu,chembl_synonym,chembl
huj591 177lu,huj591 177lu,chembl_synonym,chembl
idec-159,idec-159 111in,chembl_synonym,chembl
idec-159 (111in),idec-159 111in,chembl_synonym,chembl
idec-159 111in,idec-159 111in,chembl_synonym,chembl
idec-159,idec-159 90y,chembl_synonym,chembl
idec-159 (90y),idec-159 90y,chembl_synonym,chembl
idec-159 90y,idec-159 90y,chembl_synonym,chembl
pertechnetate,pertechnetate,chembl_synonym,chembl
bw 72u,trimethoprim sulfate,chembl_synonym,chembl
bw-72u,trimethoprim sulfate,chembl_synonym,chembl
trimethoprim sulfate,trimethoprim sulfate,chembl_synonym,chembl
trimethoprim sulfate,trimethoprim sulfate,chembl_synonym,chembl
trimethoprim sulfate,trimethoprim sulfate,usan,chembl
trimethoprim sulfate,trimethoprim sulfate,chembl_synonym,chembl
trimethoprim sulfate component of polytrim,trimethoprim sulfate,trade_name,chembl
trimethoprim sulphate,trimethoprim sulfate,chembl_synonym,chembl
bendogen,bethanidine sulfate,trade_name,chembl
betanidine sulfate,bethanidine sulfate,chembl_synonym,chembl
betanidine sulfate,bethanidine sulfate,chembl_synonym,chembl
betanidine sulphate,bethanidine sulfate,chembl_synonym,chembl
bethanidine sulfate,bethanidine sulfate,chembl_synonym,chembl
bethanidine sulfate,bethanidine sulfate,chembl_synonym,chembl
bethanidine sulfate,bethanidine sulfate,usan,chembl
bethanidine sulphate,bethanidine sulfate,chembl_synonym,chembl
bw-467-c-60,bethanidine sulfate,chembl_synonym,chembl
esbatal,bethanidine sulfate,trade_name,chembl
nsc-106563,bethanidine sulfate,chembl_synonym,chembl
tenathan,bethanidine sulfate,trade_name,chembl
ah 19065,ranitidine hydrochloride,chembl_synonym,chembl
ah-19065,ranitidine hydrochloride,chembl_synonym,chembl
azantac,ranitidine hydrochloride,trade_name,chembl
dumoran,ranitidine hydrochloride,trade_name,chembl
gavilast,ranitidine hydrochloride,trade_name,chembl
gavilast-p,ranitidine hydrochloride,trade_name,chembl
histac,ranitidine hydrochloride,trade_name,chembl
raciran 150,ranitidine hydrochloride,trade_name,chembl
raciran 300,ranitidine hydrochloride,trade_name,chembl
ranicalm,ranitidine hydrochloride,trade_name,chembl
raniplex,ranitidine hydrochloride,trade_name,chembl
ranitic,ranitidine hydrochloride,trade_name,chembl
ranitidine hcl,ranitidine hydrochloride,chembl_synonym,chembl
ranitidine hydrochloride,ranitidine hydrochloride,chembl_synonym,chembl
ranitidine hydrochloride,ranitidine hydrochloride,chembl_synonym,chembl
ranitidine hydrochloride,ranitidine hydrochloride,chembl_synonym,chembl
ranitidine hydrochloride,ranitidine hydrochloride,chembl_synonym,chembl
ranitidine hydrochloride,ranitidine hydrochloride,trade_name,chembl
ranitil,ranitidine hydrochloride,trade_name,chembl
rantec,ranitidine hydrochloride,trade_name,chembl
ranzac,ranitidine hydrochloride,trade_name,chembl
taladine,ranitidine hydrochloride,chembl_synonym,chembl
vivatak,ranitidine hydrochloride,trade_name,chembl
zaedoc 150,ranitidine hydrochloride,trade_name,chembl
zaedoc 300,ranitidine hydrochloride,trade_name,chembl
zantac,ranitidine hydrochloride,trade_name,chembl
zantac 150,ranitidine hydrochloride,trade_name,chembl
zantac 25,ranitidine hydrochloride,trade_name,chembl
zantac 300,ranitidine hydrochloride,trade_name,chembl
zantac 75,ranitidine hydrochloride,trade_name,chembl
zantac 75 dissolve,ranitidine hydrochloride,trade_name,chembl
zantac 75 relief,ranitidine hydrochloride,trade_name,chembl
zantac 75 relief dissolve,ranitidine hydrochloride,trade_name,chembl
"citric acid, gallium salt (1:1)",gallium citrate,chembl_synonym,chembl
gallium citrate,gallium citrate,chembl_synonym,chembl
gallium citrate,gallium citrate,chembl_synonym,chembl
nsc-15011,gallium citrate,chembl_synonym,chembl
chlormerodrin,chlormerodrin,chembl_synonym,chembl
chlormerodrine,chlormerodrin,chembl_synonym,chembl
clormerodrina,chlormerodrin,chembl_synonym,chembl
mercloran,chlormerodrin,trade_name,chembl
neohydrin,chlormerodrin,trade_name,chembl
nsc-19911,chlormerodrin,chembl_synonym,chembl
antipernicin,cyanocobalamin,chembl_synonym,chembl
behepan,cyanocobalamin,trade_name,chembl
berubigen,cyanocobalamin,trade_name,chembl
betalin 12,cyanocobalamin,trade_name,chembl
calomist,cyanocobalamin,trade_name,chembl
cianocobalamina,cyanocobalamin,chembl_synonym,chembl
cobavite,cyanocobalamin,trade_name,chembl
cyanocobalamin,cyanocobalamin,chembl_synonym,chembl
cyanocobalamin,cyanocobalamin,chembl_synonym,chembl
cyanocobalamin,cyanocobalamin,chembl_synonym,chembl
cyanocobalamin,cyanocobalamin,chembl_synonym,chembl
cyanocobalamin,cyanocobalamin,chembl_synonym,chembl
cyanocobalamin,cyanocobalamin,trade_name,chembl
cyanocobalamin component of co 57 schilling test kit,cyanocobalamin,trade_name,chembl
cyanocobalamin component of depinar,cyanocobalamin,trade_name,chembl
cyanocobalamin component of dicopac kit,cyanocobalamin,trade_name,chembl
cyanocobalamin component of rubratope-57 kit,cyanocobalamin,trade_name,chembl
cyanocobalamin component of rubratope-60 kit,cyanocobalamin,trade_name,chembl
cyanocobalamin component of vitaped,cyanocobalamin,trade_name,chembl
cyanocobalamine,cyanocobalamin,chembl_synonym,chembl
cyanocobalaminum,cyanocobalamin,chembl_synonym,chembl
cyanocobalmin,cyanocobalamin,chembl_synonym,chembl
cyanovit-b12,cyanocobalamin,trade_name,chembl
cyomin,cyanocobalamin,trade_name,chembl
cytacon,cyanocobalamin,trade_name,chembl
cytamen,cyanocobalamin,trade_name,chembl
dodecavite,cyanocobalamin,chembl_synonym,chembl
dodex,cyanocobalamin,trade_name,chembl
nascobal,cyanocobalamin,trade_name,chembl
normocytin,cyanocobalamin,chembl_synonym,chembl
nsc-80365,cyanocobalamin,chembl_synonym,chembl
plecyamin,cyanocobalamin,chembl_synonym,chembl
redisol,cyanocobalamin,trade_name,chembl
rubivamine,cyanocobalamin,chembl_synonym,chembl
rubivite,cyanocobalamin,trade_name,chembl
rubramin,cyanocobalamin,trade_name,chembl
rubramin pc,cyanocobalamin,trade_name,chembl
ruvite,cyanocobalamin,trade_name,chembl
vibisone,cyanocobalamin,trade_name,chembl
vitamin b 12,cyanocobalamin,chembl_synonym,chembl
vitamin b-12,cyanocobalamin,chembl_synonym,chembl
vitamin b12,cyanocobalamin,chembl_synonym,chembl
vitamin b12 (as cyanocobalamin ),cyanocobalamin,chembl_synonym,chembl
vitamin b12 nos,cyanocobalamin,chembl_synonym,chembl
vitamin b(bdi1)(bdi2),cyanocobalamin,chembl_synonym,chembl
vi-twel,cyanocobalamin,trade_name,chembl
2'-acetylerythromycin a,2'-o-acetylerythromycin a,chembl_synonym,chembl
2'-o-acetylerythromycin a,2'-o-acetylerythromycin a,chembl_synonym,chembl
"erythromycin, 2'-acetate",2'-o-acetylerythromycin a,chembl_synonym,chembl
anamorelin,anamorelin,chembl_synonym,chembl
anamorelin,anamorelin,chembl_synonym,chembl
anamorelin,anamorelin,chembl_synonym,chembl
anamorelina,anamorelin,chembl_synonym,chembl
anamoreline,anamorelin,chembl_synonym,chembl
rc-1291,anamorelin,chembl_synonym,chembl
st-1291,anamorelin,chembl_synonym,chembl
berubicin,berubicin,chembl_synonym,chembl
berubicin,berubicin,chembl_synonym,chembl
berubicina,berubicin,chembl_synonym,chembl
berubicine,berubicin,chembl_synonym,chembl
bevasiranib,bevasiranib,chembl_synonym,chembl
bevasiranib,bevasiranib,chembl_synonym,chembl
ezatiostat,ezatiostat,chembl_synonym,chembl
ezatiostat,ezatiostat,chembl_synonym,chembl
tlk-199,ezatiostat,chembl_synonym,chembl
ly-573636,tasisulam,chembl_synonym,chembl
ly573636,tasisulam,chembl_synonym,chembl
tasisulam,tasisulam,chembl_synonym,chembl
tasisulam,tasisulam,chembl_synonym,chembl
eliglustat,eliglustat,chembl_synonym,chembl
eliglustat,eliglustat,chembl_synonym,chembl
eliglustat,eliglustat,chembl_synonym,chembl
eliglustat,eliglustat,chembl_synonym,chembl
eliglustat,eliglustat,chembl_synonym,chembl
eliglustat,eliglustat,usan,chembl
genz 99067,eliglustat,chembl_synonym,chembl
genz-99067,eliglustat,chembl_synonym,chembl
estreptoniazid,streptoniazid,chembl_synonym,chembl
estreptoniazida,streptoniazid,chembl_synonym,chembl
nsc-77675,streptoniazid,chembl_synonym,chembl
streptoniazid,streptoniazid,ban,chembl
streptoniazid,streptoniazid,chembl_synonym,chembl
streptoniazid,streptoniazid,chembl_synonym,chembl
streptoniazide,streptoniazid,chembl_synonym,chembl
nabitan,nabitan,chembl_synonym,chembl
nabutan,nabitan,chembl_synonym,chembl
alfetamina,aletamine,chembl_synonym,chembl
alfetamine,aletamine,chembl_synonym,chembl
anilopam,anilopam,chembl_synonym,chembl
"anilopam, (-)-",anilopam,chembl_synonym,chembl
carbantel,carbantel lauryl,chembl_synonym,chembl
amiquinsin,amiquinsin,chembl_synonym,chembl
amiquinsina,amiquinsin,chembl_synonym,chembl
amiquinsine,amiquinsin,chembl_synonym,chembl
cefacetrile,cephacetrile,chembl_synonym,chembl
cefacetrile,cephacetrile,ban,chembl
cefacetrile,cephacetrile,chembl_synonym,chembl
cefacetrilo,cephacetrile,chembl_synonym,chembl
"ciba 36,278a-ba",cephacetrile,chembl_synonym,chembl
vetrimast,cephacetrile,chembl_synonym,chembl
benzoctamina,benzoctamine,chembl_synonym,chembl
benzoctamine,benzoctamine,chembl_synonym,chembl
benzoctamine,benzoctamine,ban,chembl
benzoctamine,benzoctamine,chembl_synonym,chembl
betamicin,betamicin,chembl_synonym,chembl
betamicina,betamicin,chembl_synonym,chembl
betamicine,betamicin,chembl_synonym,chembl
sch-14342,betamicin,chembl_synonym,chembl
beperidium cation,beperidium,chembl_synonym,chembl
beperidium ion,beperidium,chembl_synonym,chembl
dazadrol,dazadrol,chembl_synonym,chembl
benzoxonium cation,benzoxonium,chembl_synonym,chembl
benzoxonium ion,benzoxonium,chembl_synonym,chembl
fandosentan,fandosentan,chembl_synonym,chembl
pd-180988 free acid,fandosentan,chembl_synonym,chembl
etonam,ethonam,chembl_synonym,chembl
dimetipirium cation,dimetipirium,chembl_synonym,chembl
dimetipirium ion,dimetipirium,chembl_synonym,chembl
diodone acid,diodone acid,chembl_synonym,chembl
nsc-60718,diodone acid,chembl_synonym,chembl
pelvirinic acid,diodone acid,chembl_synonym,chembl
umbradilic acid,diodone acid,chembl_synonym,chembl
minopafant ion,minopafant ion,chembl_synonym,chembl
minopafant ion,minopafant ion,chembl_synonym,chembl
diphenhydramine n-oxide,amoxydramine,chembl_synonym,chembl
nsc-9091,amoxydramine,chembl_synonym,chembl
amotosalen,amotosalen,chembl_synonym,chembl
amotosalene,amotosalen,chembl_synonym,chembl
amotosaleno,amotosalen,chembl_synonym,chembl
xenytropium cation,xenytropium,chembl_synonym,chembl
xenytropium ion,xenytropium,chembl_synonym,chembl
cefazaflur,cefazaflur,chembl_synonym,chembl
teludipine,teludipine,ban,chembl
teludipine,teludipine,chembl_synonym,chembl
teludipino,teludipine,chembl_synonym,chembl
cefovecin,cefovecin,chembl_synonym,chembl
cefovecina,cefovecin,chembl_synonym,chembl
cefovecine,cefovecin,chembl_synonym,chembl
cefovecin (ema epar: veterinary),cefovecin,chembl_synonym,chembl
convenia,cefovecin,chembl_synonym,chembl
triclobisonium cation,triclobisonium,chembl_synonym,chembl
triclobisonium ion,triclobisonium,chembl_synonym,chembl
temocapril,temocapril,chembl_synonym,chembl
temocapril,temocapril,ban,chembl
temocapril,temocapril,chembl_synonym,chembl
chloropyrilene,chlorothen,ban,chembl
chloropyrilene,chlorothen,chembl_synonym,chembl
cloropirileno,chlorothen,chembl_synonym,chembl
c-247,dioxethedrin,chembl_synonym,chembl
dioxetedrina,dioxethedrin,chembl_synonym,chembl
dioxethedrin,dioxethedrin,chembl_synonym,chembl
dioxethedrine,dioxethedrin,chembl_synonym,chembl
xanthiol,xanthiol,chembl_synonym,chembl
xantiol,xanthiol,chembl_synonym,chembl
artilida,artilide,chembl_synonym,chembl
artilide,artilide,chembl_synonym,chembl
n-oleyldiethanolamine,n-oleyldiethanolamine,chembl_synonym,chembl
tricyclamol cation,tricyclamol,chembl_synonym,chembl
tricyclamol ion,tricyclamol,chembl_synonym,chembl
bunamiodilo,bunamiodyl,chembl_synonym,chembl
bunamiodyl,bunamiodyl,ban,chembl
bunamiodyl,bunamiodyl,chembl_synonym,chembl
piprocurarium cation,piprocurarium,chembl_synonym,chembl
piprocurarium ion,piprocurarium,chembl_synonym,chembl
beclotiamine ion,beclotiamine ion,chembl_synonym,chembl
azaloxan,azaloxan,chembl_synonym,chembl
azaloxano,azaloxan,chembl_synonym,chembl
guanochlor,guanoclor,chembl_synonym,chembl
guanoclor,guanoclor,chembl_synonym,chembl
guanoclor,guanoclor,ban,chembl
guanoclor,guanoclor,chembl_synonym,chembl
guanocloro,guanoclor,chembl_synonym,chembl
nsc-108163,guanoclor,chembl_synonym,chembl
dibupyrone,dibupyrone,ban,chembl
dibupyrone,dibupyrone,chembl_synonym,chembl
bendacalol,bendacalol,chembl_synonym,chembl
pipoxolan,pipoxolan,ban,chembl
pipoxolan,pipoxolan,chembl_synonym,chembl
pentacynium cation,pentacynium,chembl_synonym,chembl
pentacynium ion,pentacynium,chembl_synonym,chembl
tiemonium cation,tiemonium,chembl_synonym,chembl
tiemonium ion,tiemonium,chembl_synonym,chembl
tandamina,tandamine,chembl_synonym,chembl
tandamine,tandamine,chembl_synonym,chembl
parconazol,parconazole,chembl_synonym,chembl
parconazole,parconazole,chembl_synonym,chembl
methopromazine,methoxypromazine,chembl_synonym,chembl
metopromazina,methoxypromazine,chembl_synonym,chembl
oxmetidina,oxmetidine,chembl_synonym,chembl
oxmetidine,oxmetidine,ban,chembl
oxmetidine,oxmetidine,chembl_synonym,chembl
opratonium cation,opratonium,chembl_synonym,chembl
opratonium ion,opratonium,chembl_synonym,chembl
undecyleamidopropyltrimonium,opratonium,chembl_synonym,chembl
aplindor,aplindore,chembl_synonym,chembl
aplindore,aplindore,chembl_synonym,chembl
aplindore,aplindore,chembl_synonym,chembl
igmesina,igmesine,chembl_synonym,chembl
igmesine,igmesine,chembl_synonym,chembl
dexbudesonida,dexbudesonide,chembl_synonym,chembl
dexbudesonide,dexbudesonide,chembl_synonym,chembl
r-budesonide,dexbudesonide,chembl_synonym,chembl
denagliptin,denagliptin,chembl_synonym,chembl
denagliptin,denagliptin,chembl_synonym,chembl
denagliptina,denagliptin,chembl_synonym,chembl
denagliptine,denagliptin,chembl_synonym,chembl
omtriptolida,omtriptolide,chembl_synonym,chembl
omtriptolide,omtriptolide,chembl_synonym,chembl
pg-490-88,omtriptolide,chembl_synonym,chembl
pg490-88,omtriptolide,chembl_synonym,chembl
vabicaserin,vabicaserin,chembl_synonym,chembl
vabicaserin,vabicaserin,chembl_synonym,chembl
vabicaserina,vabicaserin,chembl_synonym,chembl
vabicaserine,vabicaserin,chembl_synonym,chembl
diflumidona,diflumidone,chembl_synonym,chembl
diflumidone,diflumidone,ban,chembl
diflumidone,diflumidone,chembl_synonym,chembl
lauralkonium cation,lauralkonium,chembl_synonym,chembl
lauralkonium ion,lauralkonium,chembl_synonym,chembl
imidolina,imidoline,chembl_synonym,chembl
imidoline,imidoline,chembl_synonym,chembl
iodocholesterol,iodocholesterol,chembl_synonym,chembl
.beta.-cit,iometopane,chembl_synonym,chembl
rti 4229-98,iometopane,chembl_synonym,chembl
rti 55,iometopane,chembl_synonym,chembl
rti-55,iometopane,chembl_synonym,chembl
rti55,iometopane,chembl_synonym,chembl
ay-22124 free base,intriptyline,chembl_synonym,chembl
intriptilina,intriptyline,chembl_synonym,chembl
intriptyline,intriptyline,chembl_synonym,chembl
iomazenil,iomazenil,chembl_synonym,chembl
ro 16-0154,iomazenil,chembl_synonym,chembl
ro-16-0154,iomazenil,chembl_synonym,chembl
ro16-0154,iomazenil,chembl_synonym,chembl
isomazol,isomazole,chembl_synonym,chembl
isomazole,isomazole,chembl_synonym,chembl
"methanesulfonic acid, 1,1-diiodo-",dimethiodal,chembl_synonym,chembl
"methanesulfonic acid, diiodo-",dimethiodal,chembl_synonym,chembl
nsc-243788,dimethiodal,chembl_synonym,chembl
iproxamina,iproxamine,chembl_synonym,chembl
iproxamine,iproxamine,chembl_synonym,chembl
"hexadecanoic acid, 16-iodo-",iodocetylic acid,chembl_synonym,chembl
.omega.-iodohexadecanoic acid,iodocetylic acid,chembl_synonym,chembl
hexopyrronium cation,hexopyrronium,chembl_synonym,chembl
hexopyrronium ion,hexopyrronium,chembl_synonym,chembl
gemcabene,gemcabene,chembl_synonym,chembl
gemcabene,gemcabene,chembl_synonym,chembl
gemcabeno,gemcabene,chembl_synonym,chembl
fezolamina,fezolamine,chembl_synonym,chembl
fezolamine,fezolamine,chembl_synonym,chembl
diclonium,nolinium,chembl_synonym,chembl
nolinium cation,nolinium,chembl_synonym,chembl
nolinium ion,nolinium,chembl_synonym,chembl
nafomina,nafomine,chembl_synonym,chembl
nafomine,nafomine,chembl_synonym,chembl
pemerid,pemerid,chembl_synonym,chembl
pemerida,pemerid,chembl_synonym,chembl
pemeride,pemerid,chembl_synonym,chembl
penoctonium cation,penoctonium,chembl_synonym,chembl
penoctonium ion,penoctonium,chembl_synonym,chembl
orconazol,orconazole,chembl_synonym,chembl
orconazole,orconazole,chembl_synonym,chembl
proxorfano,proxorphan,chembl_synonym,chembl
proxorphan,proxorphan,chembl_synonym,chembl
cpdd-0035,serazapine,chembl_synonym,chembl
serazapina,serazapine,chembl_synonym,chembl
serazapine,serazapine,chembl_synonym,chembl
tiletamina,tiletamine,chembl_synonym,chembl
tiletamine,tiletamine,ban,chembl
tiletamine,tiletamine,chembl_synonym,chembl
stilbazium cation,stilbazium,chembl_synonym,chembl
stilbazium ion,stilbazium,chembl_synonym,chembl
pirrolifeno,pyrroliphene,chembl_synonym,chembl
pyrrolifene,pyrroliphene,chembl_synonym,chembl
pelanserin,pelanserin,chembl_synonym,chembl
pelanserina,pelanserin,chembl_synonym,chembl
pelanserine,pelanserin,chembl_synonym,chembl
saletamida,salethamide,chembl_synonym,chembl
saletamide,salethamide,chembl_synonym,chembl
propyromazine cation,propyromazine,chembl_synonym,chembl
propyromazine ion,propyromazine,chembl_synonym,chembl
tiametonium cation,tiametonium,chembl_synonym,chembl
tiametonium ion,tiametonium,chembl_synonym,chembl
pamatolol,pamatolol,chembl_synonym,chembl
ropitoin,ropitoin,chembl_synonym,chembl
ropitoina,ropitoin,chembl_synonym,chembl
ropitoine,ropitoin,chembl_synonym,chembl
parapenzolate cation,parapenzolate,chembl_synonym,chembl
parapenzolate ion,parapenzolate,chembl_synonym,chembl
oxamisol,oxamisole,chembl_synonym,chembl
oxamisole,oxamisole,chembl_synonym,chembl
sk&f-53705a free base,sulfonterol,chembl_synonym,chembl
sulfonterol,sulfonterol,chembl_synonym,chembl
suricainida,suricainide,chembl_synonym,chembl
suricainide,suricainide,chembl_synonym,chembl
acide diprogulique,diprogulic acid,chembl_synonym,chembl
acido diprogulico,diprogulic acid,chembl_synonym,chembl
dikegulac,diprogulic acid,chembl_synonym,chembl
dikegulac,diprogulic acid,chembl_synonym,chembl
diprogulic acid,diprogulic acid,chembl_synonym,chembl
trantelinium cation,trantelinium,chembl_synonym,chembl
trantelinium ion,trantelinium,chembl_synonym,chembl
vinflunina,vinflunine,chembl_synonym,chembl
vinflunine,vinflunine,chembl_synonym,chembl
vinflunine,vinflunine,chembl_synonym,chembl
vinflunine,vinflunine,chembl_synonym,chembl
vinflunine,vinflunine,chembl_synonym,chembl
cenicriviroc,cenicriviroc,usan,chembl
cenicriviroc,cenicriviroc,chembl_synonym,chembl
cenicriviroc,cenicriviroc,chembl_synonym,chembl
tak-652,cenicriviroc,chembl_synonym,chembl
tbr-652,cenicriviroc,chembl_synonym,chembl
ly-2140023,pomaglumetad methionil anhydrous,chembl_synonym,chembl
ly2140023,pomaglumetad methionil anhydrous,chembl_synonym,chembl
ly2140023,pomaglumetad methionil anhydrous,chembl_synonym,chembl
pomaglumetad methionil anhydrous,pomaglumetad methionil anhydrous,chembl_synonym,chembl
csg-452,tofogliflozin anhydrous,chembl_synonym,chembl
r-7201,tofogliflozin anhydrous,chembl_synonym,chembl
ro-4998452,tofogliflozin anhydrous,chembl_synonym,chembl
ro4998452,tofogliflozin anhydrous,chembl_synonym,chembl
tofogliflozin anhydrous,tofogliflozin anhydrous,chembl_synonym,chembl
dacomitinib anhydrous,dacomitinib anhydrous,chembl_synonym,chembl
pf-00299804,dacomitinib anhydrous,chembl_synonym,chembl
sepantronium cation,sepantronium,chembl_synonym,chembl
sepantronium ion,sepantronium,chembl_synonym,chembl
duoperona,duoperone,chembl_synonym,chembl
duoperone,duoperone,chembl_synonym,chembl
celgosivir,celgosivir,chembl_synonym,chembl
celgosivir,celgosivir,chembl_synonym,chembl
furtrethonium cation,furtrethonium,chembl_synonym,chembl
furtrethonium ion,furtrethonium,chembl_synonym,chembl
furtretonium,furtrethonium,chembl_synonym,chembl
furtrimethonium,furtrethonium,chembl_synonym,chembl
cefmepidium cation,cefmepidium,chembl_synonym,chembl
cefmepidium ion,cefmepidium,chembl_synonym,chembl
truxicurium cation,truxicurium,chembl_synonym,chembl
truxicurium ion,truxicurium,chembl_synonym,chembl
ib-367,iseganan,chembl_synonym,chembl
iseganan,iseganan,chembl_synonym,chembl
roxolonium cation,roxolonium,chembl_synonym,chembl
roxolonium ion,roxolonium,chembl_synonym,chembl
avitriptan,avitriptan,chembl_synonym,chembl
mitemcinal,mitemcinal,chembl_synonym,chembl
pirazmonam,pirazmonam,chembl_synonym,chembl
azaspirium cation,azaspirium,chembl_synonym,chembl
azaspirium ion,azaspirium,chembl_synonym,chembl
ac-3810 free base,bamifylline,chembl_synonym,chembl
bamifilina,bamifylline,chembl_synonym,chembl
bamifylline,bamifylline,chembl_synonym,chembl
bamifylline,bamifylline,ban,chembl
bamifylline,bamifylline,chembl_synonym,chembl
bax-2739z free base,bamifylline,chembl_synonym,chembl
azipramina,azipramine,chembl_synonym,chembl
azipramine,azipramine,chembl_synonym,chembl
becantona,becanthone,chembl_synonym,chembl
becantone,becanthone,chembl_synonym,chembl
batelapina,batelapine,chembl_synonym,chembl
batelapine,batelapine,chembl_synonym,chembl
benaprizina,benapryzine,chembl_synonym,chembl
benaprizine,benapryzine,ban,chembl
benaprizine,benapryzine,chembl_synonym,chembl
benciclano,bencyclane,chembl_synonym,chembl
bencyclane,bencyclane,chembl_synonym,chembl
bencyclane,bencyclane,chembl_synonym,chembl
amedalin,amedalin,chembl_synonym,chembl
amedalina,amedalin,chembl_synonym,chembl
amedaline,amedalin,chembl_synonym,chembl
ampizina,ampyzine,chembl_synonym,chembl
ampyzine,ampyzine,chembl_synonym,chembl
cicloprolol,cicloprolol,ban,chembl
cicloprolol,cicloprolol,chembl_synonym,chembl
cimetropium cation,cimetropium,chembl_synonym,chembl
cimetropium ion,cimetropium,chembl_synonym,chembl
chlorphenoxamine,chlorphenoxamine,chembl_synonym,chembl
chlorphenoxamine,chlorphenoxamine,chembl_synonym,chembl
clorfenoxamina,chlorphenoxamine,chembl_synonym,chembl
bay b 4343 b,carpipramine,chembl_synonym,chembl
carbadipimidine,carpipramine,chembl_synonym,chembl
carpipramina,carpipramine,chembl_synonym,chembl
carpipramine,carpipramine,chembl_synonym,chembl
cethexonium cation,cethexonium,chembl_synonym,chembl
cethexonium ion,cethexonium,chembl_synonym,chembl
clofenetamina,clofenetamine,chembl_synonym,chembl
clofenetamine,clofenetamine,chembl_synonym,chembl
2-n-benzylanilinoacetamidoxime,cetoxime,chembl_synonym,chembl
cetoxima,cetoxime,chembl_synonym,chembl
cetoxime,cetoxime,ban,chembl
cetoxime,cetoxime,chembl_synonym,chembl
carbuterol,carbuterol,chembl_synonym,chembl
carbuterol,carbuterol,ban,chembl
carbuterol,carbuterol,chembl_synonym,chembl
chlorbenzoxamine,chlorbenzoxamine,chembl_synonym,chembl
chlorbenzoxamine,chlorbenzoxamine,chembl_synonym,chembl
clorbenzoxamina,chlorbenzoxamine,chembl_synonym,chembl
ciclofenazina,cyclophenazine,chembl_synonym,chembl
ciclofenazine,cyclophenazine,chembl_synonym,chembl
nsc-161436,cyclophenazine,chembl_synonym,chembl
acide hopantenique,hopantenic acid,chembl_synonym,chembl
acido hopantenico,hopantenic acid,chembl_synonym,chembl
d-homopantothenic acid,hopantenic acid,chembl_synonym,chembl
hopantenic acid,hopantenic acid,chembl_synonym,chembl
pantocalcin,hopantenic acid,chembl_synonym,chembl
cinepazet,cinepazet,chembl_synonym,chembl
cinepazet,cinepazet,ban,chembl
cinepazet,cinepazet,chembl_synonym,chembl
phenopryldiasulfone,solasulfone free acid,chembl_synonym,chembl
solasulfone free acid,solasulfone free acid,chembl_synonym,chembl
solasulfone free acid,solasulfone free acid,chembl_synonym,chembl
solasulfone free acid,solasulfone free acid,chembl_synonym,chembl
benzilone,benzilonium,chembl_synonym,chembl
benzilonium cation,benzilonium,chembl_synonym,chembl
benzilonium ion,benzilonium,chembl_synonym,chembl
ciprenorfina,cyprenorphine,chembl_synonym,chembl
cyprenorphine,cyprenorphine,ban,chembl
cyprenorphine,cyprenorphine,chembl_synonym,chembl
conorfona,conorphone,chembl_synonym,chembl
conorfone,conorphone,chembl_synonym,chembl
clamoxiquina,clamoxyquin,chembl_synonym,chembl
clamoxyquine,clamoxyquin,ban,chembl
clamoxyquine,clamoxyquin,chembl_synonym,chembl
cloperidona,cloperidone,chembl_synonym,chembl
cloperidone,cloperidone,chembl_synonym,chembl
ay-27110 free base,ciladopa,chembl_synonym,chembl
ciladopa,ciladopa,ban,chembl
ciladopa,ciladopa,chembl_synonym,chembl
cromitrile,cromitrile,chembl_synonym,chembl
cromitrilo,cromitrile,chembl_synonym,chembl
bibenzonium cation,bibenzonium,chembl_synonym,chembl
bibenzonium ion,bibenzonium,chembl_synonym,chembl
bencindopirina,benzindopyrine,chembl_synonym,chembl
benzindopyrine,benzindopyrine,chembl_synonym,chembl
ciclafrina,ciclafrine,chembl_synonym,chembl
ciclafrine,ciclafrine,chembl_synonym,chembl
ciclonium cation,ciclonium,chembl_synonym,chembl
ciclonium ion,ciclonium,chembl_synonym,chembl
aw-142446 free base,clodazon,chembl_synonym,chembl
clodazon,clodazon,chembl_synonym,chembl
clodazone,clodazon,chembl_synonym,chembl
benzpyrinium cation,benzpyrinium,chembl_synonym,chembl
benzpyrinium ion,benzpyrinium,chembl_synonym,chembl
candocuronium cation,candocuronium,chembl_synonym,chembl
candocuronium ion,candocuronium,chembl_synonym,chembl
cadrofloxacin,cadrofloxacin,chembl_synonym,chembl
cadrofloxacin,cadrofloxacin,chembl_synonym,chembl
cadrofloxacine,cadrofloxacin,chembl_synonym,chembl
