alias_clean,substance_clean,alias_type,source
xapit,parecoxib,ema_product_name,epar
valdyn,valdecoxib,ema_product_name,epar
eurifel rcp felv,"canarypox virus expressing feline leukemia virus, live|feline calicivirus, strain 255, inactivated|feline panleucopenia virus, strain pli iv, live|feline rhinotracheitis virus, strain c27, antigen",ema_product_name,epar
opulis,desloratadine,ema_product_name,epar
cotronak,ribavirin,ema_product_name,epar
humaspect,votumumab,ema_product_name,epar
olansek,olanzapine,ema_product_name,epar
hepacare,"hepatitis b surface antigens recombinant (s, pre-s1, pre-s2) adsorbed on aluminium hydroxide [produced on genetically engineered murine (c127i) cells]",ema_product_name,epar
vitravene,fomivirsen,ema_product_name,epar
zartra,imiquimod,ema_product_name,epar
triacelluvax,diphtheria toxoid|haemagglutinin filamentous|pertussis pertactin|pertussis toxin|tetanus toxoid,ema_product_name,epar
orlaam,levacetylmethadol,ema_product_name,epar
vitrasert implant,ganciclovir,ema_product_name,epar
echogen,dodecafluoropentane,ema_product_name,epar
ecokinase,reteplase,ema_product_name,epar
primavax,"diphtheria toxoid|hepatitis b, recombinant surface antigen|tetanus toxoid",ema_product_name,epar
pylori-chek,urea (13c),ema_product_name,epar
